OG0001122	riftia	.	.	.	RPACG00000004247.1	NO HIT
OG0013077	riftia	.	.	.	RPACG00000028121.1	ADHESION G-PROTEIN COUPLED RECEPTOR V1	
OG0013095							
OG0013099							
OG0013100	riftia	.	.	.	RPACG00000006562.1	CENTLEIN	
OG0013703	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0004930^molecular_function^G protein-coupled receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0004930^molecular_function^G protein-coupled receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000007124.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	K04194
OG0013703	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0042923^molecular_function^neuropeptide binding`GO:0042277^molecular_function^peptide binding`GO:0004994^molecular_function^somatostatin receptor activity`GO:0016477^biological_process^cell migration`GO:0071385^biological_process^cellular response to glucocorticoid stimulus`GO:0030900^biological_process^forebrain development`GO:0106072^biological_process^negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007218^biological_process^neuropeptide signaling pathway`GO:0090238^biological_process^positive regulation of arachidonic acid secretion`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade	GO:0005737^cellular_component^cytoplasm`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0042923^molecular_function^neuropeptide binding`GO:0042277^molecular_function^peptide binding`GO:0004994^molecular_function^somatostatin receptor activity`GO:0016477^biological_process^cell migration`GO:0071385^biological_process^cellular response to glucocorticoid stimulus`GO:0030900^biological_process^forebrain development`GO:0106072^biological_process^negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007218^biological_process^neuropeptide signaling pathway`GO:0090238^biological_process^positive regulation of arachidonic acid secretion`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000021156.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	K04194
OG0013710	riftia	GO:0030673^cellular_component^axolemma`GO:0030425^cellular_component^dendrite`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099055^cellular_component^integral component of postsynaptic membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0005882^cellular_component^intermediate filament`GO:0016020^cellular_component^membrane`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0014069^cellular_component^postsynaptic density`GO:0048786^cellular_component^presynaptic active zone`GO:0051393^molecular_function^alpha-actinin binding`GO:0019899^molecular_function^enzyme binding`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity`GO:0042802^molecular_function^identical protein binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0031802^molecular_function^type 5 metabotropic glutamate receptor binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0006915^biological_process^apoptotic process`GO:0048143^biological_process^astrocyte activation`GO:0008015^biological_process^blood circulation`GO:0007596^biological_process^blood coagulation`GO:0007267^biological_process^cell-cell signaling`GO:0006968^biological_process^cellular defense response`GO:0044267^biological_process^cellular protein metabolic process`GO:0007417^biological_process^central nervous system development`GO:0042755^biological_process^eating behavior`GO:0060079^biological_process^excitatory postsynaptic potential`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0006954^biological_process^inflammatory response`GO:0060080^biological_process^inhibitory postsynaptic potential`GO:0007626^biological_process^locomotory behavior`GO:0051899^biological_process^membrane depolarization`GO:0046636^biological_process^negative regulation of alpha-beta T cell activation`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0043154^biological_process^negative regulation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0050728^biological_process^negative regulation of inflammatory response`GO:0040013^biological_process^negative regulation of locomotion`GO:0043524^biological_process^negative regulation of neuron apoptotic process`GO:0006469^biological_process^negative regulation of protein kinase activity`GO:0043116^biological_process^negative regulation of vascular permeability`GO:0048812^biological_process^neuron projection morphogenesis`GO:0006909^biological_process^phagocytosis`GO:0014057^biological_process^positive regulation of acetylcholine secretion neurotransmission`GO:2001235^biological_process^positive regulation of apoptotic signaling pathway`GO:0045938^biological_process^positive regulation of circadian sleep/wake cycle sleep`GO:0014049^biological_process^positive regulation of glutamate secretion`GO:1900273^biological_process^positive regulation of long-term synaptic potentiation`GO:0050714^biological_process^positive regulation of protein secretion`GO:0035815^biological_process^positive regulation of renal sodium excretion`GO:0032230^biological_process^positive regulation of synaptic transmission GABAergic`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0035810^biological_process^positive regulation of urine volume`GO:0060134^biological_process^prepulse inhibition`GO:0007205^biological_process^protein kinase C-activating G protein-coupled receptor signaling pathway`GO:0051924^biological_process^regulation of calcium ion transport`GO:0051881^biological_process^regulation of mitochondrial membrane potential`GO:0014061^biological_process^regulation of norepinephrine secretion`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0001975^biological_process^response to amphetamine`GO:0031000^biological_process^response to caffeine`GO:0042493^biological_process^response to drug`GO:0007600^biological_process^sensory perception`GO:0007271^biological_process^synaptic transmission cholinergic`GO:0001963^biological_process^synaptic transmission dopaminergic`GO:0035249^biological_process^synaptic transmission glutamatergic`GO:0042311^biological_process^vasodilation	GO:0030673^cellular_component^axolemma`GO:0030425^cellular_component^dendrite`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099055^cellular_component^integral component of postsynaptic membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0005882^cellular_component^intermediate filament`GO:0016020^cellular_component^membrane`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0014069^cellular_component^postsynaptic density`GO:0048786^cellular_component^presynaptic active zone`GO:0051393^molecular_function^alpha-actinin binding`GO:0019899^molecular_function^enzyme binding`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity`GO:0042802^molecular_function^identical protein binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0031802^molecular_function^type 5 metabotropic glutamate receptor binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0006915^biological_process^apoptotic process`GO:0048143^biological_process^astrocyte activation`GO:0008015^biological_process^blood circulation`GO:0007596^biological_process^blood coagulation`GO:0007267^biological_process^cell-cell signaling`GO:0006968^biological_process^cellular defense response`GO:0044267^biological_process^cellular protein metabolic process`GO:0007417^biological_process^central nervous system development`GO:0042755^biological_process^eating behavior`GO:0060079^biological_process^excitatory postsynaptic potential`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0006954^biological_process^inflammatory response`GO:0060080^biological_process^inhibitory postsynaptic potential`GO:0007626^biological_process^locomotory behavior`GO:0051899^biological_process^membrane depolarization`GO:0046636^biological_process^negative regulation of alpha-beta T cell activation`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0043154^biological_process^negative regulation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0050728^biological_process^negative regulation of inflammatory response`GO:0040013^biological_process^negative regulation of locomotion`GO:0043524^biological_process^negative regulation of neuron apoptotic process`GO:0006469^biological_process^negative regulation of protein kinase activity`GO:0043116^biological_process^negative regulation of vascular permeability`GO:0048812^biological_process^neuron projection morphogenesis`GO:0006909^biological_process^phagocytosis`GO:0014057^biological_process^positive regulation of acetylcholine secretion neurotransmission`GO:2001235^biological_process^positive regulation of apoptotic signaling pathway`GO:0045938^biological_process^positive regulation of circadian sleep/wake cycle sleep`GO:0014049^biological_process^positive regulation of glutamate secretion`GO:1900273^biological_process^positive regulation of long-term synaptic potentiation`GO:0050714^biological_process^positive regulation of protein secretion`GO:0035815^biological_process^positive regulation of renal sodium excretion`GO:0032230^biological_process^positive regulation of synaptic transmission GABAergic`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0035810^biological_process^positive regulation of urine volume`GO:0060134^biological_process^prepulse inhibition`GO:0007205^biological_process^protein kinase C-activating G protein-coupled receptor signaling pathway`GO:0051924^biological_process^regulation of calcium ion transport`GO:0051881^biological_process^regulation of mitochondrial membrane potential`GO:0014061^biological_process^regulation of norepinephrine secretion`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0001975^biological_process^response to amphetamine`GO:0031000^biological_process^response to caffeine`GO:0042493^biological_process^response to drug`GO:0007600^biological_process^sensory perception`GO:0007271^biological_process^synaptic transmission cholinergic`GO:0001963^biological_process^synaptic transmission dopaminergic`GO:0035249^biological_process^synaptic transmission glutamatergic`GO:0042311^biological_process^vasodilation	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	RPACG00000023151.1	ADENOSINE RECEPTOR A2C	K04266
OG0013710	riftia	.	.	.	RPACG00000023153.1	OLFACTORY RECEPTOR AND ADENOSINE RECEPTOR	
OG0013728	riftia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	RPACG00000010627.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013784	riftia	.	.	.	RPACG00000023731.1	NO HIT
OG0013784	riftia	.	.	.	RPACG00000035903.1	NO HIT
OG0014434	riftia	GO:0070062^cellular_component^extracellular exosome`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space	GO:0070062^cellular_component^extracellular exosome`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space	.	RPACG00000022460.1	CROSSVEINLESS 2	K24517
OG0014434	riftia	GO:0005615^cellular_component^extracellular space`GO:0002244^biological_process^hematopoietic progenitor cell differentiation`GO:0030513^biological_process^positive regulation of BMP signaling pathway	GO:0005615^cellular_component^extracellular space`GO:0002244^biological_process^hematopoietic progenitor cell differentiation`GO:0030513^biological_process^positive regulation of BMP signaling pathway	.	RPACG00000022463.1	CROSSVEINLESS 2	K24517
OG0014439	riftia	.	.	.	RPACG00000000625.1	SUBFAMILY NOT NAMED	
OG0014453							
OG0015340	riftia	.	.	.	RPACG00000004682.1	NO HIT
OG0015343	riftia	.	.	GO:0003676^molecular_function^nucleic acid binding	RPACG00000025010.2	FI21236P1	
OG0015343	riftia	.	.	GO:0003676^molecular_function^nucleic acid binding	RPACG00000025011.1	SCAFFOLD ATTACHMENT FACTOR B-RELATED	
OG0015365	riftia	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0098691^cellular_component^dopaminergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099055^cellular_component^integral component of postsynaptic membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0032991^cellular_component^protein-containing complex`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:0034220^biological_process^ion transmembrane transport`GO:0051899^biological_process^membrane depolarization`GO:0050877^biological_process^nervous system process`GO:0014059^biological_process^regulation of dopamine secretion`GO:0042391^biological_process^regulation of membrane potential`GO:2000300^biological_process^regulation of synaptic vesicle exocytosis`GO:0007165^biological_process^signal transduction	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0098691^cellular_component^dopaminergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099055^cellular_component^integral component of postsynaptic membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0032991^cellular_component^protein-containing complex`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:0034220^biological_process^ion transmembrane transport`GO:0051899^biological_process^membrane depolarization`GO:0050877^biological_process^nervous system process`GO:0014059^biological_process^regulation of dopamine secretion`GO:0042391^biological_process^regulation of membrane potential`GO:2000300^biological_process^regulation of synaptic vesicle exocytosis`GO:0007165^biological_process^signal transduction	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000020773.1	SI:CH211-39A7.1	K05312
OG0015392	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0019838^molecular_function^growth factor binding`GO:0008201^molecular_function^heparin binding`GO:0046872^molecular_function^metal ion binding`GO:0017154^molecular_function^semaphorin receptor activity`GO:0005021^molecular_function^vascular endothelial growth factor-activated receptor activity`GO:0001525^biological_process^angiogenesis`GO:0060055^biological_process^angiogenesis involved in wound healing`GO:0009887^biological_process^animal organ morphogenesis`GO:0048675^biological_process^axon extension`GO:0007411^biological_process^axon guidance`GO:0007413^biological_process^axonal fasciculation`GO:0051216^biological_process^cartilage development`GO:0001775^biological_process^cell activation`GO:0035767^biological_process^endothelial cell chemotaxis`GO:0007508^biological_process^larval heart development`GO:0008045^biological_process^motor neuron axon guidance`GO:0001755^biological_process^neural crest cell migration`GO:0071678^biological_process^olfactory bulb axon guidance`GO:0090050^biological_process^positive regulation of cell migration involved in sprouting angiogenesis`GO:0051491^biological_process^positive regulation of filopodium assembly`GO:0045765^biological_process^regulation of angiogenesis`GO:0090259^biological_process^regulation of retinal ganglion cell axon guidance`GO:0030947^biological_process^regulation of vascular endothelial growth factor receptor signaling pathway`GO:0001666^biological_process^response to hypoxia`GO:0002040^biological_process^sprouting angiogenesis`GO:0048538^biological_process^thymus development`GO:0048010^biological_process^vascular endothelial growth factor receptor signaling pathway`GO:0001944^biological_process^vasculature development`GO:0001570^biological_process^vasculogenesis	GO:0016021^cellular_component^integral component of membrane`GO:0019838^molecular_function^growth factor binding`GO:0008201^molecular_function^heparin binding`GO:0046872^molecular_function^metal ion binding`GO:0017154^molecular_function^semaphorin receptor activity`GO:0005021^molecular_function^vascular endothelial growth factor-activated receptor activity`GO:0001525^biological_process^angiogenesis`GO:0060055^biological_process^angiogenesis involved in wound healing`GO:0009887^biological_process^animal organ morphogenesis`GO:0048675^biological_process^axon extension`GO:0007411^biological_process^axon guidance`GO:0007413^biological_process^axonal fasciculation`GO:0051216^biological_process^cartilage development`GO:0001775^biological_process^cell activation`GO:0035767^biological_process^endothelial cell chemotaxis`GO:0007508^biological_process^larval heart development`GO:0008045^biological_process^motor neuron axon guidance`GO:0001755^biological_process^neural crest cell migration`GO:0071678^biological_process^olfactory bulb axon guidance`GO:0090050^biological_process^positive regulation of cell migration involved in sprouting angiogenesis`GO:0051491^biological_process^positive regulation of filopodium assembly`GO:0045765^biological_process^regulation of angiogenesis`GO:0090259^biological_process^regulation of retinal ganglion cell axon guidance`GO:0030947^biological_process^regulation of vascular endothelial growth factor receptor signaling pathway`GO:0001666^biological_process^response to hypoxia`GO:0002040^biological_process^sprouting angiogenesis`GO:0048538^biological_process^thymus development`GO:0048010^biological_process^vascular endothelial growth factor receptor signaling pathway`GO:0001944^biological_process^vasculature development`GO:0001570^biological_process^vasculogenesis	GO:0016020^cellular_component^membrane	RPACG00000001711.1	APICAL ENDOSOMAL GLYCOPROTEIN PRECURSOR.	
OG0015392	riftia	GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0008201^molecular_function^heparin binding`GO:0048495^molecular_function^Roundabout binding`GO:0005102^molecular_function^signaling receptor binding`GO:0007411^biological_process^axon guidance`GO:0016199^biological_process^axon midline choice point recognition`GO:0033563^biological_process^dorsal/ventral axon guidance`GO:0048843^biological_process^negative regulation of axon extension involved in axon guidance`GO:0001764^biological_process^neuron migration`GO:1905489^biological_process^regulation of sensory neuron axon guidance`GO:0097374^biological_process^sensory neuron axon guidance	GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0008201^molecular_function^heparin binding`GO:0048495^molecular_function^Roundabout binding`GO:0005102^molecular_function^signaling receptor binding`GO:0007411^biological_process^axon guidance`GO:0016199^biological_process^axon midline choice point recognition`GO:0033563^biological_process^dorsal/ventral axon guidance`GO:0048843^biological_process^negative regulation of axon extension involved in axon guidance`GO:0001764^biological_process^neuron migration`GO:1905489^biological_process^regulation of sensory neuron axon guidance`GO:0097374^biological_process^sensory neuron axon guidance	GO:0016020^cellular_component^membrane	RPACG00000012893.1	NOTCH HOMOLOG 2 N-TERMINAL-LIKE PROTEIN B	K06839
OG0015392	riftia	GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity`GO:0007155^biological_process^cell adhesion	GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity`GO:0007155^biological_process^cell adhesion	GO:0005044^molecular_function^scavenger receptor activity`GO:0016020^cellular_component^membrane	RPACG00000012894.1	FAMILY NOT NAMED	K13912
OG0015392	riftia	.	.	GO:0016020^cellular_component^membrane	RPACG00000012898.1	NO HIT
OG0015397	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0022857^molecular_function^transmembrane transporter activity	GO:0016021^cellular_component^integral component of membrane`GO:0022857^molecular_function^transmembrane transporter activity	.	RPACG00000031387.1	PROTEIN FMP42	K08230
OG0015397	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0022857^molecular_function^transmembrane transporter activity	GO:0016021^cellular_component^integral component of membrane`GO:0022857^molecular_function^transmembrane transporter activity	.	RPACG00000031388.1	FAMILY NOT NAMED	K08230
OG0015399	riftia	.	.	.	RPACG00000004342.1	FUKUTIN RELATED PROTEIN	
OG0015399	riftia	.	.	.	RPACG00000004347.1	FUKUTIN RELATED PROTEIN	
OG0015406	riftia	.	.	.	RPACG00000003149.1	NO HIT
OG0015406	riftia	.	.	.	RPACG00000013795.1	NO HIT
OG0016449	riftia	.	.	.	RPACG00000023007.1	OX-2 MEMBRANE GLYCOPROTEIN	
OG0016459	riftia	.	.	GO:0016021^cellular_component^integral component of membrane	RPACG00000024412.2	TETRASPANIN	K06497
OG0016459	riftia	GO:0032154^cellular_component^cleavage furrow`GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0030027^cellular_component^lamellipodium`GO:0003779^molecular_function^actin binding`GO:0005524^molecular_function^ATP binding`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0004687^molecular_function^myosin light chain kinase activity	GO:0032154^cellular_component^cleavage furrow`GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0030027^cellular_component^lamellipodium`GO:0003779^molecular_function^actin binding`GO:0005524^molecular_function^ATP binding`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0004687^molecular_function^myosin light chain kinase activity	GO:0016021^cellular_component^integral component of membrane	RPACG00000024413.1	TETRASPANIN	
OG0016463	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000026857.1	KELCH PROTEIN	K10447
OG0016469							
OG0016471							
OG0016521	riftia	.	.	.	RPACG00000004775.1	NO HIT
OG0016521	riftia	.	.	.	RPACG00000004776.1	NO HIT
OG0016523	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0008376^molecular_function^acetylgalactosaminyltransferase activity`GO:0033207^molecular_function^beta-1 4-N-acetylgalactosaminyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0005975^biological_process^carbohydrate metabolic process`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0006486^biological_process^protein glycosylation`GO:0009636^biological_process^response to toxic substance	GO:0016021^cellular_component^integral component of membrane`GO:0008376^molecular_function^acetylgalactosaminyltransferase activity`GO:0033207^molecular_function^beta-1 4-N-acetylgalactosaminyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0005975^biological_process^carbohydrate metabolic process`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0006486^biological_process^protein glycosylation`GO:0009636^biological_process^response to toxic substance	.	RPACG00000032443.1	BETA-1 4-N-ACETYLGALACTOSAMINYLTRANSFERASE BRE-4	K07967
OG0017931	riftia	.	.	.	RPACG00000007158.1	GLYCINE-RICH CELL WALL STRUCTURAL PROTEIN 2	
OG0017931	riftia	GO:0009986^cellular_component^cell surface`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098978^cellular_component^glutamatergic synapse`GO:0045121^cellular_component^membrane raft`GO:0072534^cellular_component^perineuronal net`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0005102^molecular_function^signaling receptor binding`GO:0008306^biological_process^associative learning`GO:0007411^biological_process^axon guidance`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization`GO:0035641^biological_process^locomotory exploration behavior`GO:0060291^biological_process^long-term synaptic potentiation`GO:0048692^biological_process^negative regulation of axon extension involved in regeneration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0050805^biological_process^negative regulation of synaptic transmission`GO:0050885^biological_process^neuromuscular process controlling balance`GO:0007158^biological_process^neuron cell-cell adhesion`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0051971^biological_process^positive regulation of transmission of nerve impulse`GO:0050808^biological_process^synapse organization`GO:0022029^biological_process^telencephalon cell migration	GO:0009986^cellular_component^cell surface`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098978^cellular_component^glutamatergic synapse`GO:0045121^cellular_component^membrane raft`GO:0072534^cellular_component^perineuronal net`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0005102^molecular_function^signaling receptor binding`GO:0008306^biological_process^associative learning`GO:0007411^biological_process^axon guidance`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization`GO:0035641^biological_process^locomotory exploration behavior`GO:0060291^biological_process^long-term synaptic potentiation`GO:0048692^biological_process^negative regulation of axon extension involved in regeneration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0050805^biological_process^negative regulation of synaptic transmission`GO:0050885^biological_process^neuromuscular process controlling balance`GO:0007158^biological_process^neuron cell-cell adhesion`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0051971^biological_process^positive regulation of transmission of nerve impulse`GO:0050808^biological_process^synapse organization`GO:0022029^biological_process^telencephalon cell migration	GO:0005515^molecular_function^protein binding	RPACG00000007159.1	TENASCIN	
OG0017933	riftia	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0044322^cellular_component^endoplasmic reticulum quality control compartment`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0031966^cellular_component^mitochondrial membrane`GO:0004175^molecular_function^endopeptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006915^biological_process^apoptotic process`GO:0034620^biological_process^cellular response to unfolded protein`GO:0034644^biological_process^cellular response to UV`GO:0036503^biological_process^ERAD pathway`GO:0031293^biological_process^membrane protein intracellular domain proteolysis`GO:0033619^biological_process^membrane protein proteolysis`GO:1904211^biological_process^membrane protein proteolysis involved in retrograde protein transport ER to cytosol`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0010954^biological_process^positive regulation of protein processing`GO:0051047^biological_process^positive regulation of secretion`GO:0043687^biological_process^post-translational protein modification`GO:0048515^biological_process^spermatid differentiation	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0044322^cellular_component^endoplasmic reticulum quality control compartment`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0031966^cellular_component^mitochondrial membrane`GO:0004175^molecular_function^endopeptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006915^biological_process^apoptotic process`GO:0034620^biological_process^cellular response to unfolded protein`GO:0034644^biological_process^cellular response to UV`GO:0036503^biological_process^ERAD pathway`GO:0031293^biological_process^membrane protein intracellular domain proteolysis`GO:0033619^biological_process^membrane protein proteolysis`GO:1904211^biological_process^membrane protein proteolysis involved in retrograde protein transport ER to cytosol`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0010954^biological_process^positive regulation of protein processing`GO:0051047^biological_process^positive regulation of secretion`GO:0043687^biological_process^post-translational protein modification`GO:0048515^biological_process^spermatid differentiation	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0016021^cellular_component^integral component of membrane	RPACG00000021450.1	RHOMBOID PROTEIN 2	K09651
OG0017951	riftia	.	.	.	RPACG00000000888.1	NO HIT
OG0017951	riftia	.	.	.	RPACG00000000889.1	NO HIT
OG0017960	riftia	.	.	.	RPACG00000021394.1	NO HIT
OG0017976	riftia	.	.	.	RPACG00000009041.1	CADHERIN-87A	
OG0017977	riftia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	.	RPACG00000029762.1	SI:CH73-281K2.5	K02599
OG0017989	riftia	GO:0006033^biological_process^chitin localization`GO:0030198^biological_process^extracellular matrix organization	GO:0006033^biological_process^chitin localization`GO:0030198^biological_process^extracellular matrix organization	.	RPACG00000007319.1	OVOCHYMASE 1	K14616
OG0017990	riftia	.	.	.	RPACG00000032368.1	ATILLA ISOFORM B-RELATED-RELATED	
