OG0001122	oasisia	.	.	.	OALVG00000004971.1	NO HIT
OG0011783							
OG0012142	oasisia	GO:0005615^cellular_component^extracellular space`GO:0005654^cellular_component^nucleoplasm`GO:0031490^molecular_function^chromatin DNA binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0006325^biological_process^chromatin organization`GO:0030261^biological_process^chromosome condensation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0043362^biological_process^nucleate erythrocyte maturation	GO:0005615^cellular_component^extracellular space`GO:0005654^cellular_component^nucleoplasm`GO:0031490^molecular_function^chromatin DNA binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0006325^biological_process^chromatin organization`GO:0030261^biological_process^chromosome condensation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0043362^biological_process^nucleate erythrocyte maturation	.	OALVG00000005201.1	SERPIN B9	K23425
OG0012142	oasisia	GO:0005615^cellular_component^extracellular space`GO:0005654^cellular_component^nucleoplasm`GO:0031490^molecular_function^chromatin DNA binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0006325^biological_process^chromatin organization`GO:0030261^biological_process^chromosome condensation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0043362^biological_process^nucleate erythrocyte maturation	GO:0005615^cellular_component^extracellular space`GO:0005654^cellular_component^nucleoplasm`GO:0031490^molecular_function^chromatin DNA binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0006325^biological_process^chromatin organization`GO:0030261^biological_process^chromosome condensation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0043362^biological_process^nucleate erythrocyte maturation	.	OALVG00000005202.1	HETEROCHROMATIN-ASSOCIATED PROTEIN MENT-RELATED	K13963
OG0012142	oasisia	GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:1900004^biological_process^negative regulation of serine-type endopeptidase activity	GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:1900004^biological_process^negative regulation of serine-type endopeptidase activity	.	OALVG00000005203.1	ANTITHROMBIN-III	K13963
OG0012142	oasisia	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0032691^biological_process^negative regulation of interleukin-1 beta production	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0032691^biological_process^negative regulation of interleukin-1 beta production	.	OALVG00000005279.1	LEUKOCYTE ELASTASE INHIBITOR	K13963
OG0012142	oasisia	.	.	.	OALVG00000005280.1	GLIA-DERIVED NEXIN	
OG0012142	oasisia	GO:0005615^cellular_component^extracellular space`GO:0005654^cellular_component^nucleoplasm`GO:0031490^molecular_function^chromatin DNA binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0006325^biological_process^chromatin organization`GO:0030261^biological_process^chromosome condensation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0043362^biological_process^nucleate erythrocyte maturation	GO:0005615^cellular_component^extracellular space`GO:0005654^cellular_component^nucleoplasm`GO:0031490^molecular_function^chromatin DNA binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0006325^biological_process^chromatin organization`GO:0030261^biological_process^chromosome condensation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0043362^biological_process^nucleate erythrocyte maturation	.	OALVG00000011304.1	ANTITHROMBIN-III	K23425
OG0012566							
OG0013077	oasisia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OALVG00000021029.1	FI02047P-RELATED	
OG0013077	oasisia	GO:0005604^cellular_component^basement membrane`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005509^molecular_function^calcium ion binding`GO:0007411^biological_process^axon guidance`GO:0031104^biological_process^dendrite regeneration`GO:0008347^biological_process^glial cell migration`GO:0001764^biological_process^neuron migration`GO:0031175^biological_process^neuron projection development`GO:0048678^biological_process^response to axon injury	GO:0005604^cellular_component^basement membrane`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005509^molecular_function^calcium ion binding`GO:0007411^biological_process^axon guidance`GO:0031104^biological_process^dendrite regeneration`GO:0008347^biological_process^glial cell migration`GO:0001764^biological_process^neuron migration`GO:0031175^biological_process^neuron projection development`GO:0048678^biological_process^response to axon injury	.	OALVG00000021036.1	COLLAGEN TYPE VI ALPHA 4A	
OG0013077	oasisia	.	.	.	OALVG00000021042.1	GLYCINE/PROLINE-RICH PROTEIN	
OG0013095	oasisia	GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0042802^molecular_function^identical protein binding`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0071276^biological_process^cellular response to cadmium ion`GO:0034614^biological_process^cellular response to reactive oxygen species`GO:0071492^biological_process^cellular response to UV-A`GO:0030574^biological_process^collagen catabolic process`GO:0007566^biological_process^embryo implantation`GO:0035987^biological_process^endodermal cell differentiation`GO:0030198^biological_process^extracellular matrix organization`GO:2001258^biological_process^negative regulation of cation channel activity`GO:2001268^biological_process^negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway`GO:2000697^biological_process^negative regulation of epithelial cell differentiation involved in kidney development`GO:2001243^biological_process^negative regulation of intrinsic apoptotic signaling pathway`GO:0043388^biological_process^positive regulation of DNA binding`GO:0045742^biological_process^positive regulation of epidermal growth factor receptor signaling pathway`GO:0051549^biological_process^positive regulation of keratinocyte migration`GO:0001934^biological_process^positive regulation of protein phosphorylation`GO:1900122^biological_process^positive regulation of receptor binding`GO:0090200^biological_process^positive regulation of release of cytochrome c from mitochondria`GO:1904707^biological_process^positive regulation of vascular associated smooth muscle cell proliferation`GO:0006508^biological_process^proteolysis`GO:1904645^biological_process^response to amyloid-beta`GO:0001501^biological_process^skeletal system development	GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0042802^molecular_function^identical protein binding`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0071276^biological_process^cellular response to cadmium ion`GO:0034614^biological_process^cellular response to reactive oxygen species`GO:0071492^biological_process^cellular response to UV-A`GO:0030574^biological_process^collagen catabolic process`GO:0007566^biological_process^embryo implantation`GO:0035987^biological_process^endodermal cell differentiation`GO:0030198^biological_process^extracellular matrix organization`GO:2001258^biological_process^negative regulation of cation channel activity`GO:2001268^biological_process^negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway`GO:2000697^biological_process^negative regulation of epithelial cell differentiation involved in kidney development`GO:2001243^biological_process^negative regulation of intrinsic apoptotic signaling pathway`GO:0043388^biological_process^positive regulation of DNA binding`GO:0045742^biological_process^positive regulation of epidermal growth factor receptor signaling pathway`GO:0051549^biological_process^positive regulation of keratinocyte migration`GO:0001934^biological_process^positive regulation of protein phosphorylation`GO:1900122^biological_process^positive regulation of receptor binding`GO:0090200^biological_process^positive regulation of release of cytochrome c from mitochondria`GO:1904707^biological_process^positive regulation of vascular associated smooth muscle cell proliferation`GO:0006508^biological_process^proteolysis`GO:1904645^biological_process^response to amyloid-beta`GO:0001501^biological_process^skeletal system development	.	OALVG00000015773.1	HEPATOCYTE GROWTH FACTOR ACTIVATOR	
OG0013095	oasisia	GO:0031225^cellular_component^anchored component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0052794^molecular_function^exo-alpha-(2->3)-sialidase activity`GO:0052795^molecular_function^exo-alpha-(2->6)-sialidase activity`GO:0052796^molecular_function^exo-alpha-(2->8)-sialidase activity`GO:0008152^biological_process^metabolic process`GO:0009405^biological_process^pathogenesis	GO:0031225^cellular_component^anchored component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0052794^molecular_function^exo-alpha-(2->3)-sialidase activity`GO:0052795^molecular_function^exo-alpha-(2->6)-sialidase activity`GO:0052796^molecular_function^exo-alpha-(2->8)-sialidase activity`GO:0008152^biological_process^metabolic process`GO:0009405^biological_process^pathogenesis	.	OALVG00000023569.1	METALLOTHIONEIN FAMILY PROTEIN	
OG0013095	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0005911^cellular_component^cell-cell junction`GO:0070062^cellular_component^extracellular exosome`GO:0030175^cellular_component^filopodium`GO:0005925^cellular_component^focal adhesion`GO:0005887^cellular_component^integral component of plasma membrane`GO:0030027^cellular_component^lamellipodium`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0007015^biological_process^actin filament organization`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0007155^biological_process^cell adhesion`GO:0016477^biological_process^cell migration`GO:0098609^biological_process^cell-cell adhesion`GO:0007267^biological_process^cell-cell signaling`GO:0003382^biological_process^epithelial cell morphogenesis`GO:0003412^biological_process^establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0002088^biological_process^lens development in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005911^cellular_component^cell-cell junction`GO:0070062^cellular_component^extracellular exosome`GO:0030175^cellular_component^filopodium`GO:0005925^cellular_component^focal adhesion`GO:0005887^cellular_component^integral component of plasma membrane`GO:0030027^cellular_component^lamellipodium`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0007015^biological_process^actin filament organization`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0007155^biological_process^cell adhesion`GO:0016477^biological_process^cell migration`GO:0098609^biological_process^cell-cell adhesion`GO:0007267^biological_process^cell-cell signaling`GO:0003382^biological_process^epithelial cell morphogenesis`GO:0003412^biological_process^establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0002088^biological_process^lens development in camera-type eye	.	OALVG00000034220.1	HEPATOCYTE GROWTH FACTOR ACTIVATOR	K16506
OG0013095	oasisia	GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0042802^molecular_function^identical protein binding`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0071276^biological_process^cellular response to cadmium ion`GO:0034614^biological_process^cellular response to reactive oxygen species`GO:0071492^biological_process^cellular response to UV-A`GO:0030574^biological_process^collagen catabolic process`GO:0007566^biological_process^embryo implantation`GO:0035987^biological_process^endodermal cell differentiation`GO:0030198^biological_process^extracellular matrix organization`GO:2001258^biological_process^negative regulation of cation channel activity`GO:2001268^biological_process^negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway`GO:2000697^biological_process^negative regulation of epithelial cell differentiation involved in kidney development`GO:2001243^biological_process^negative regulation of intrinsic apoptotic signaling pathway`GO:0043388^biological_process^positive regulation of DNA binding`GO:0045742^biological_process^positive regulation of epidermal growth factor receptor signaling pathway`GO:0051549^biological_process^positive regulation of keratinocyte migration`GO:0001934^biological_process^positive regulation of protein phosphorylation`GO:1900122^biological_process^positive regulation of receptor binding`GO:0090200^biological_process^positive regulation of release of cytochrome c from mitochondria`GO:1904707^biological_process^positive regulation of vascular associated smooth muscle cell proliferation`GO:0006508^biological_process^proteolysis`GO:1904645^biological_process^response to amyloid-beta`GO:0001501^biological_process^skeletal system development	GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0042802^molecular_function^identical protein binding`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0071276^biological_process^cellular response to cadmium ion`GO:0034614^biological_process^cellular response to reactive oxygen species`GO:0071492^biological_process^cellular response to UV-A`GO:0030574^biological_process^collagen catabolic process`GO:0007566^biological_process^embryo implantation`GO:0035987^biological_process^endodermal cell differentiation`GO:0030198^biological_process^extracellular matrix organization`GO:2001258^biological_process^negative regulation of cation channel activity`GO:2001268^biological_process^negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway`GO:2000697^biological_process^negative regulation of epithelial cell differentiation involved in kidney development`GO:2001243^biological_process^negative regulation of intrinsic apoptotic signaling pathway`GO:0043388^biological_process^positive regulation of DNA binding`GO:0045742^biological_process^positive regulation of epidermal growth factor receptor signaling pathway`GO:0051549^biological_process^positive regulation of keratinocyte migration`GO:0001934^biological_process^positive regulation of protein phosphorylation`GO:1900122^biological_process^positive regulation of receptor binding`GO:0090200^biological_process^positive regulation of release of cytochrome c from mitochondria`GO:1904707^biological_process^positive regulation of vascular associated smooth muscle cell proliferation`GO:0006508^biological_process^proteolysis`GO:1904645^biological_process^response to amyloid-beta`GO:0001501^biological_process^skeletal system development	.	OALVG00000034481.1	HEPATOCYTE GROWTH FACTOR ACTIVATOR	K01398
OG0013099	oasisia	.	.	.	OALVG00000020026.1	PROTEIN CBG12054	
OG0013099	oasisia	.	.	.	OALVG00000020027.1	NO HIT
OG0013099	oasisia	.	.	.	OALVG00000020028.1	PROTEIN CBG12054-RELATED	
OG0013099	oasisia	.	.	.	OALVG00000032981.1	FAMILY NOT NAMED	K09188
OG0013100	oasisia	.	.	.	OALVG00000025979.1	MYB-LIKE PROTEIN AA	
OG0013100	oasisia	.	.	.	OALVG00000025981.1	NO HIT
OG0013100	oasisia	.	.	.	OALVG00000025982.1	NO HIT
OG0013100	oasisia	.	.	.	OALVG00000025984.1	MYB-LIKE PROTEIN AA	
OG0013100	oasisia	.	.	.	OALVG00000025986.1	NO HIT
OG0013100	oasisia	.	.	.	OALVG00000025990.1	MYB-LIKE PROTEIN AA	
OG0013100	oasisia	.	.	.	OALVG00000031986.1	NO HIT
OG0013703	oasisia	.	.	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000004640.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	K04194
OG0013703	oasisia	.	.	.	OALVG00000004641.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	
OG0013703	oasisia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0071880^biological_process^adenylate cyclase-activating adrenergic receptor signaling pathway`GO:0007267^biological_process^cell-cell signaling`GO:0007200^biological_process^phospholipase C-activating G protein-coupled receptor signaling pathway`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0001996^biological_process^positive regulation of heart rate by epinephrine-norepinephrine`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:0045907^biological_process^positive regulation of vasoconstriction	GO:0005887^cellular_component^integral component of plasma membrane`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0071880^biological_process^adenylate cyclase-activating adrenergic receptor signaling pathway`GO:0007267^biological_process^cell-cell signaling`GO:0007200^biological_process^phospholipase C-activating G protein-coupled receptor signaling pathway`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0001996^biological_process^positive regulation of heart rate by epinephrine-norepinephrine`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:0045907^biological_process^positive regulation of vasoconstriction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000004642.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	K04194
OG0013703	oasisia	.	.	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000006877.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	
OG0013703	oasisia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0008528^molecular_function^G protein-coupled peptide receptor activity`GO:0004966^molecular_function^galanin receptor activity`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0005887^cellular_component^integral component of plasma membrane`GO:0008528^molecular_function^G protein-coupled peptide receptor activity`GO:0004966^molecular_function^galanin receptor activity`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000010556.1	TRACE AMINE-ASSOCIATED RECEPTOR 19N	K04194
OG0013710	oasisia	.	.	.	OALVG00000003901.1	SEROTONIN/OCTOPAMINE RECEPTOR FAMILY	
OG0013710	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000003904.1	5-HYDROXYTRYPTAMINE RECEPTOR	K04266
OG0013710	oasisia	GO:0098978^cellular_component^glutamatergic synapse`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0031668^biological_process^cellular response to extracellular stimulus`GO:0010753^biological_process^positive regulation of cGMP-mediated signaling`GO:0032722^biological_process^positive regulation of chemokine production`GO:0002882^biological_process^positive regulation of chronic inflammatory response to non-antigenic stimulus`GO:0031284^biological_process^positive regulation of guanylate cyclase activity`GO:0032755^biological_process^positive regulation of interleukin-6 production`GO:0043306^biological_process^positive regulation of mast cell degranulation`GO:0010575^biological_process^positive regulation of vascular endothelial growth factor production`GO:0060087^biological_process^relaxation of vascular associated smooth muscle	GO:0098978^cellular_component^glutamatergic synapse`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0031668^biological_process^cellular response to extracellular stimulus`GO:0010753^biological_process^positive regulation of cGMP-mediated signaling`GO:0032722^biological_process^positive regulation of chemokine production`GO:0002882^biological_process^positive regulation of chronic inflammatory response to non-antigenic stimulus`GO:0031284^biological_process^positive regulation of guanylate cyclase activity`GO:0032755^biological_process^positive regulation of interleukin-6 production`GO:0043306^biological_process^positive regulation of mast cell degranulation`GO:0010575^biological_process^positive regulation of vascular endothelial growth factor production`GO:0060087^biological_process^relaxation of vascular associated smooth muscle	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000020860.1	ADENOSINE RECEPTOR A2C	K04266
OG0013710	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0001609^molecular_function^G protein-coupled adenosine receptor activity	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OALVG00000020929.1	5-HYDROXYTRYPTAMINE RECEPTOR	K04266
OG0013710	oasisia	.	.	.	OALVG00000030128.1	5-HYDROXYTRYPTAMINE RECEPTOR	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000002563.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000002567.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000002569.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000006867.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000006868.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000015679.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013728	oasisia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	OALVG00000026230.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0013784	oasisia	.	.	.	OALVG00000004424.1	NO HIT
OG0013784	oasisia	.	.	.	OALVG00000004431.1	NO HIT
OG0013784	oasisia	.	.	.	OALVG00000004433.1	NO HIT
OG0013784	oasisia	.	.	.	OALVG00000004435.1	NO HIT
OG0013784	oasisia	.	.	.	OALVG00000004438.1	NO HIT
OG0013784	oasisia	.	.	.	OALVG00000004440.1	NO HIT
OG0013784	oasisia	.	.	.	OALVG00000004441.1	NO HIT
OG0014434	oasisia	GO:0070062^cellular_component^extracellular exosome`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space	GO:0070062^cellular_component^extracellular exosome`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space	.	OALVG00000031088.1	CROSSVEINLESS 2	K24517
OG0014434	oasisia	GO:0005604^cellular_component^basement membrane`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0001527^cellular_component^microfibril`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0008201^molecular_function^heparin binding`GO:0005179^molecular_function^hormone activity`GO:0042802^molecular_function^identical protein binding`GO:0005178^molecular_function^integrin binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0034199^biological_process^activation of protein kinase A activity`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0043010^biological_process^camera-type eye development`GO:0033627^biological_process^cell adhesion mediated by integrin`GO:1990314^biological_process^cellular response to insulin-like growth factor stimulus`GO:0071560^biological_process^cellular response to transforming growth factor beta stimulus`GO:0048048^biological_process^embryonic eye morphogenesis`GO:0042593^biological_process^glucose homeostasis`GO:0006006^biological_process^glucose metabolic process`GO:0007507^biological_process^heart development`GO:0001822^biological_process^kidney development`GO:0001656^biological_process^metanephros development`GO:2001205^biological_process^negative regulation of osteoclast development`GO:0045671^biological_process^negative regulation of osteoclast differentiation`GO:0048050^biological_process^post-embryonic eye morphogenesis`GO:0010737^biological_process^protein kinase A signaling`GO:0035582^biological_process^sequestering of BMP in extracellular matrix`GO:0035583^biological_process^sequestering of TGFbeta in extracellular matrix`GO:0001501^biological_process^skeletal system development	GO:0005604^cellular_component^basement membrane`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0001527^cellular_component^microfibril`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0008201^molecular_function^heparin binding`GO:0005179^molecular_function^hormone activity`GO:0042802^molecular_function^identical protein binding`GO:0005178^molecular_function^integrin binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0034199^biological_process^activation of protein kinase A activity`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0043010^biological_process^camera-type eye development`GO:0033627^biological_process^cell adhesion mediated by integrin`GO:1990314^biological_process^cellular response to insulin-like growth factor stimulus`GO:0071560^biological_process^cellular response to transforming growth factor beta stimulus`GO:0048048^biological_process^embryonic eye morphogenesis`GO:0042593^biological_process^glucose homeostasis`GO:0006006^biological_process^glucose metabolic process`GO:0007507^biological_process^heart development`GO:0001822^biological_process^kidney development`GO:0001656^biological_process^metanephros development`GO:2001205^biological_process^negative regulation of osteoclast development`GO:0045671^biological_process^negative regulation of osteoclast differentiation`GO:0048050^biological_process^post-embryonic eye morphogenesis`GO:0010737^biological_process^protein kinase A signaling`GO:0035582^biological_process^sequestering of BMP in extracellular matrix`GO:0035583^biological_process^sequestering of TGFbeta in extracellular matrix`GO:0001501^biological_process^skeletal system development	GO:0005509^molecular_function^calcium ion binding	OALVG00000031090.1	FIBRILLIN 2B	
OG0014434	oasisia	GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0001527^cellular_component^microfibril`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0008201^molecular_function^heparin binding`GO:0005179^molecular_function^hormone activity`GO:0034199^biological_process^activation of protein kinase A activity`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0042593^biological_process^glucose homeostasis`GO:0006006^biological_process^glucose metabolic process`GO:0010737^biological_process^protein kinase A signaling	GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0001527^cellular_component^microfibril`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0008201^molecular_function^heparin binding`GO:0005179^molecular_function^hormone activity`GO:0034199^biological_process^activation of protein kinase A activity`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0042593^biological_process^glucose homeostasis`GO:0006006^biological_process^glucose metabolic process`GO:0010737^biological_process^protein kinase A signaling	GO:0005509^molecular_function^calcium ion binding	OALVG00000031091.1	SUBFAMILY NOT NAMED	
