OG0006611	riftia	.	.	.	RPACG00000033696.1	NO HIT
OG0012616	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity	RPACG00000033699.1	PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14	
OG0012616	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity	RPACG00000035860.1	PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14	
OG0012639	riftia	.	.	.	RPACG00000020605.1	NO HIT
OG0012639	riftia	.	.	.	RPACG00000024884.1	SERINE-TYPE ENDOPEPTIDASE INHIBITOR	
OG0013127							
OG0013130							
OG0013133	riftia	.	.	.	RPACG00000003381.1	NO HIT
OG0013788							
OG0013790	riftia	.	.	.	RPACG00000012972.1	NO HIT
OG0013795	riftia	.	.	.	RPACG00000033617.1	TRANSFERASE PUTATIVE-RELATED	
OG0014529							
OG0014531							
OG0014534	riftia	GO:0009986^cellular_component^cell surface`GO:0016021^cellular_component^integral component of membrane`GO:0001726^cellular_component^ruffle`GO:0030246^molecular_function^carbohydrate binding	GO:0009986^cellular_component^cell surface`GO:0016021^cellular_component^integral component of membrane`GO:0001726^cellular_component^ruffle`GO:0030246^molecular_function^carbohydrate binding	.	RPACG00000018725.1	SUBFAMILY NOT NAMED	
OG0014534	riftia	GO:0005576^cellular_component^extracellular region`GO:0030246^molecular_function^carbohydrate binding	GO:0005576^cellular_component^extracellular region`GO:0030246^molecular_function^carbohydrate binding	.	RPACG00000018727.1	SUBFAMILY NOT NAMED	
OG0014534	riftia	.	.	.	RPACG00000018730.1	NO HIT
OG0014534	riftia	GO:0019012^cellular_component^virion	GO:0019012^cellular_component^virion	.	RPACG00000018731.1	SUBFAMILY NOT NAMED	
OG0014535							
OG0014542							
OG0014543	riftia	.	.	.	RPACG00000006732.1	LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN	
OG0014543	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0003743^molecular_function^translation initiation factor activity	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0003743^molecular_function^translation initiation factor activity	.	RPACG00000006733.1	SUBFAMILY NOT NAMED	
OG0014543	riftia	GO:0009986^cellular_component^cell surface`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0044853^cellular_component^plasma membrane raft`GO:0014069^cellular_component^postsynaptic density`GO:0097060^cellular_component^synaptic membrane`GO:0034185^molecular_function^apolipoprotein binding`GO:0005509^molecular_function^calcium ion binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0097110^molecular_function^scaffold protein binding`GO:0150094^biological_process^amyloid-beta clearance by cellular catabolic process`GO:0048856^biological_process^anatomical structure development`GO:0048813^biological_process^dendrite morphogenesis`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0042733^biological_process^embryonic digit morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0006897^biological_process^endocytosis`GO:0001942^biological_process^hair follicle development`GO:0001822^biological_process^kidney development`GO:0060173^biological_process^limb development`GO:0050771^biological_process^negative regulation of axonogenesis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0030279^biological_process^negative regulation of ossification`GO:0042475^biological_process^odontogenesis of dentin-containing tooth`GO:0050731^biological_process^positive regulation of peptidyl-tyrosine phosphorylation`GO:1901631^biological_process^positive regulation of presynaptic membrane organization`GO:1904395^biological_process^positive regulation of skeletal muscle acetylcholine-gated channel clustering`GO:0097104^biological_process^postsynaptic membrane assembly`GO:0097105^biological_process^presynaptic membrane assembly`GO:0008104^biological_process^protein localization`GO:0009954^biological_process^proximal/distal pattern formation`GO:0043113^biological_process^receptor clustering`GO:0001932^biological_process^regulation of protein phosphorylation`GO:0071340^biological_process^skeletal muscle acetylcholine-gated channel clustering`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016055^biological_process^Wnt signaling pathway	GO:0009986^cellular_component^cell surface`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0044853^cellular_component^plasma membrane raft`GO:0014069^cellular_component^postsynaptic density`GO:0097060^cellular_component^synaptic membrane`GO:0034185^molecular_function^apolipoprotein binding`GO:0005509^molecular_function^calcium ion binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0097110^molecular_function^scaffold protein binding`GO:0150094^biological_process^amyloid-beta clearance by cellular catabolic process`GO:0048856^biological_process^anatomical structure development`GO:0048813^biological_process^dendrite morphogenesis`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0042733^biological_process^embryonic digit morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0006897^biological_process^endocytosis`GO:0001942^biological_process^hair follicle development`GO:0001822^biological_process^kidney development`GO:0060173^biological_process^limb development`GO:0050771^biological_process^negative regulation of axonogenesis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0030279^biological_process^negative regulation of ossification`GO:0042475^biological_process^odontogenesis of dentin-containing tooth`GO:0050731^biological_process^positive regulation of peptidyl-tyrosine phosphorylation`GO:1901631^biological_process^positive regulation of presynaptic membrane organization`GO:1904395^biological_process^positive regulation of skeletal muscle acetylcholine-gated channel clustering`GO:0097104^biological_process^postsynaptic membrane assembly`GO:0097105^biological_process^presynaptic membrane assembly`GO:0008104^biological_process^protein localization`GO:0009954^biological_process^proximal/distal pattern formation`GO:0043113^biological_process^receptor clustering`GO:0001932^biological_process^regulation of protein phosphorylation`GO:0071340^biological_process^skeletal muscle acetylcholine-gated channel clustering`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016055^biological_process^Wnt signaling pathway	.	RPACG00000029438.1	VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED	K20051
OG0014543	riftia	.	.	.	RPACG00000029439.1	NO HIT
OG0014587	riftia	.	.	.	RPACG00000021518.1	NO HIT
OG0014587	riftia	.	.	.	RPACG00000021522.1	NO HIT
OG0014587	riftia	.	.	.	RPACG00000021525.1	EXPRESSED PROTEIN	
OG0014587	riftia	.	.	.	RPACG00000021529.1	PROTEIN SON	
OG0014590	riftia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated	GO:0003676^molecular_function^nucleic acid binding	RPACG00000014814.1	ZINC FINGER AND BTB DOMAIN-CONTAINING PROTEIN 41	K09228
OG0014593	riftia	.	.	.	RPACG00000006908.1	32 KDA HEAT SHOCK PROTEIN-RELATED	
OG0014593	riftia	.	.	.	RPACG00000006909.1	32 KDA HEAT SHOCK PROTEIN-RELATED	
OG0014593	riftia	.	.	.	RPACG00000006910.1	NO HIT
OG0014593	riftia	.	.	.	RPACG00000009494.1	GB|AAD20160.1	
OG0014593	riftia	.	.	.	RPACG00000009495.1	GB|AAD20160.1	
OG0014593	riftia	.	.	.	RPACG00000010467.1	NO HIT
OG0014593	riftia	GO:0005577^cellular_component^fibrinogen complex`GO:0005102^molecular_function^signaling receptor binding`GO:0030168^biological_process^platelet activation`GO:0051258^biological_process^protein polymerization	GO:0005577^cellular_component^fibrinogen complex`GO:0005102^molecular_function^signaling receptor binding`GO:0030168^biological_process^platelet activation`GO:0051258^biological_process^protein polymerization	.	RPACG00000026607.1	SUBFAMILY NOT NAMED	
OG0014593	riftia	.	.	.	RPACG00000026608.1	TETRATRICOPEPTIDE REPEAT PROTEIN 12	
OG0014593	riftia	.	.	.	RPACG00000026609.1	NO HIT
OG0015487	riftia	GO:0005615^cellular_component^extracellular space`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0043395^molecular_function^heparan sulfate proteoglycan binding`GO:0008201^molecular_function^heparin binding`GO:0048495^molecular_function^Roundabout binding`GO:0005102^molecular_function^signaling receptor binding`GO:0048846^biological_process^axon extension involved in axon guidance`GO:0007411^biological_process^axon guidance`GO:0007409^biological_process^axonogenesis`GO:0033563^biological_process^dorsal/ventral axon guidance`GO:0008045^biological_process^motor neuron axon guidance`GO:0050919^biological_process^negative chemotaxis`GO:0048843^biological_process^negative regulation of axon extension involved in axon guidance`GO:0051964^biological_process^negative regulation of synapse assembly`GO:0048812^biological_process^neuron projection morphogenesis`GO:0007097^biological_process^nuclear migration`GO:0021772^biological_process^olfactory bulb development`GO:0031290^biological_process^retinal ganglion cell axon guidance`GO:0022028^biological_process^tangential migration from the subventricular zone to the olfactory bulb`GO:0022029^biological_process^telencephalon cell migration	GO:0005615^cellular_component^extracellular space`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0043395^molecular_function^heparan sulfate proteoglycan binding`GO:0008201^molecular_function^heparin binding`GO:0048495^molecular_function^Roundabout binding`GO:0005102^molecular_function^signaling receptor binding`GO:0048846^biological_process^axon extension involved in axon guidance`GO:0007411^biological_process^axon guidance`GO:0007409^biological_process^axonogenesis`GO:0033563^biological_process^dorsal/ventral axon guidance`GO:0008045^biological_process^motor neuron axon guidance`GO:0050919^biological_process^negative chemotaxis`GO:0048843^biological_process^negative regulation of axon extension involved in axon guidance`GO:0051964^biological_process^negative regulation of synapse assembly`GO:0048812^biological_process^neuron projection morphogenesis`GO:0007097^biological_process^nuclear migration`GO:0021772^biological_process^olfactory bulb development`GO:0031290^biological_process^retinal ganglion cell axon guidance`GO:0022028^biological_process^tangential migration from the subventricular zone to the olfactory bulb`GO:0022029^biological_process^telencephalon cell migration	.	RPACG00000001722.1	DROSOPHILA CRUMBS HOMOLOG	K02599
OG0015487	riftia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	.	RPACG00000009837.1	NOTCH 3	K02599
OG0015487	riftia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	.	RPACG00000009842.1	DROSOPHILA CRUMBS HOMOLOG	K06051
OG0015487	riftia	.	.	GO:0008061^molecular_function^chitin binding`GO:0006030^biological_process^chitin metabolic process`GO:0005576^cellular_component^extracellular region	RPACG00000012950.1	NO HIT
OG0015489							
OG0015496							
OG0016625	riftia	GO:0009986^cellular_component^cell surface`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0044853^cellular_component^plasma membrane raft`GO:0014069^cellular_component^postsynaptic density`GO:0097060^cellular_component^synaptic membrane`GO:0034185^molecular_function^apolipoprotein binding`GO:0005509^molecular_function^calcium ion binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0097110^molecular_function^scaffold protein binding`GO:0150094^biological_process^amyloid-beta clearance by cellular catabolic process`GO:0048856^biological_process^anatomical structure development`GO:0048813^biological_process^dendrite morphogenesis`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0042733^biological_process^embryonic digit morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0006897^biological_process^endocytosis`GO:0001942^biological_process^hair follicle development`GO:0001822^biological_process^kidney development`GO:0060173^biological_process^limb development`GO:0050771^biological_process^negative regulation of axonogenesis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0030279^biological_process^negative regulation of ossification`GO:0042475^biological_process^odontogenesis of dentin-containing tooth`GO:0050731^biological_process^positive regulation of peptidyl-tyrosine phosphorylation`GO:1901631^biological_process^positive regulation of presynaptic membrane organization`GO:1904395^biological_process^positive regulation of skeletal muscle acetylcholine-gated channel clustering`GO:0097104^biological_process^postsynaptic membrane assembly`GO:0097105^biological_process^presynaptic membrane assembly`GO:0008104^biological_process^protein localization`GO:0009954^biological_process^proximal/distal pattern formation`GO:0043113^biological_process^receptor clustering`GO:0001932^biological_process^regulation of protein phosphorylation`GO:0071340^biological_process^skeletal muscle acetylcholine-gated channel clustering`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016055^biological_process^Wnt signaling pathway	GO:0009986^cellular_component^cell surface`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0044853^cellular_component^plasma membrane raft`GO:0014069^cellular_component^postsynaptic density`GO:0097060^cellular_component^synaptic membrane`GO:0034185^molecular_function^apolipoprotein binding`GO:0005509^molecular_function^calcium ion binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0097110^molecular_function^scaffold protein binding`GO:0150094^biological_process^amyloid-beta clearance by cellular catabolic process`GO:0048856^biological_process^anatomical structure development`GO:0048813^biological_process^dendrite morphogenesis`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0042733^biological_process^embryonic digit morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0006897^biological_process^endocytosis`GO:0001942^biological_process^hair follicle development`GO:0001822^biological_process^kidney development`GO:0060173^biological_process^limb development`GO:0050771^biological_process^negative regulation of axonogenesis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0030279^biological_process^negative regulation of ossification`GO:0042475^biological_process^odontogenesis of dentin-containing tooth`GO:0050731^biological_process^positive regulation of peptidyl-tyrosine phosphorylation`GO:1901631^biological_process^positive regulation of presynaptic membrane organization`GO:1904395^biological_process^positive regulation of skeletal muscle acetylcholine-gated channel clustering`GO:0097104^biological_process^postsynaptic membrane assembly`GO:0097105^biological_process^presynaptic membrane assembly`GO:0008104^biological_process^protein localization`GO:0009954^biological_process^proximal/distal pattern formation`GO:0043113^biological_process^receptor clustering`GO:0001932^biological_process^regulation of protein phosphorylation`GO:0071340^biological_process^skeletal muscle acetylcholine-gated channel clustering`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016055^biological_process^Wnt signaling pathway	.	RPACG00000014429.1	VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED	K03068
OG0016625	riftia	.	.	.	RPACG00000014430.1	NO HIT
OG0016626	riftia	.	.	.	RPACG00000009070.1	NO HIT
OG0016626	riftia	.	.	.	RPACG00000026641.1	NO HIT
OG0016634							
OG0016643							
OG0018186							
OG0018195							
OG0018201	riftia	.	.	.	RPACG00000019336.1	NO HIT
OG0018204	riftia	.	.	.	RPACG00000015510.1	SI:CH1073-291C23.2	
OG0018206							
OG0018208							
OG0018212	riftia	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005509^molecular_function^calcium ion binding`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0016020^cellular_component^membrane	RPACG00000029458.1	RT07201P-RELATED	
OG0018215							
OG0018230							
OG0018318	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000030642.1	MAP-HOMOLOGOUS PROTEIN 1	
OG0020371							
OG0020373							
OG0020381							
OG0020387							
OG0020388	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000031513.1	F-BOX/LRR-REPEAT PROTEIN 23-RELATED	
OG0020389							
OG0020396	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0005112^molecular_function^Notch binding`GO:0038023^molecular_function^signaling receptor activity`GO:0001525^biological_process^angiogenesis`GO:0030154^biological_process^cell differentiation`GO:0060271^biological_process^cilium assembly`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0050793^biological_process^regulation of developmental process`GO:0006355^biological_process^regulation of transcription DNA-templated	GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0005112^molecular_function^Notch binding`GO:0038023^molecular_function^signaling receptor activity`GO:0001525^biological_process^angiogenesis`GO:0030154^biological_process^cell differentiation`GO:0060271^biological_process^cilium assembly`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0050793^biological_process^regulation of developmental process`GO:0006355^biological_process^regulation of transcription DNA-templated	GO:0005509^molecular_function^calcium ion binding	RPACG00000006367.1	SUBFAMILY NOT NAMED	K02599
OG0020396	riftia	.	.	.	RPACG00000023643.1	SHISA	
OG0020400	riftia	.	.	.	RPACG00000011118.1	NO HIT
OG0020406	riftia	.	.	.	RPACG00000012999.1	ECA1 GAMETOGENESIS RELATED FAMILY PROTEIN-RELATED	
OG0020407							
OG0020417							
OG0020420							
OG0020422	riftia	.	.	.	RPACG00000030446.1	NO HIT
OG0020561	riftia	.	.	.	RPACG00000017939.1	COILED-COIL DOMAIN-CONTAINING PROTEIN 172	
OG0020561	riftia	.	.	.	RPACG00000017940.1	COILED-COIL DOMAIN-CONTAINING PROTEIN 172	
OG0020562	riftia	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003676^molecular_function^nucleic acid binding	RPACG00000012101.1	ZINC FINGER PROTEIN 136	K09228
OG0020571	riftia	.	.	.	RPACG00000012984.1	CARBONIC ANHYDRASE 5B MITOCHONDRIAL	
OG0020571	riftia	.	.	.	RPACG00000012987.1	CARBONIC ANHYDRASE 5B MITOCHONDRIAL	
OG0020571	riftia	.	.	.	RPACG00000012990.1	CARBONIC ANHYDRASE-RELATED PROTEIN	
OG0020571	riftia	.	.	.	RPACG00000012993.1	CARBONIC ANHYDRASE-RELATED PROTEIN	
OG0020571	riftia	.	.	.	RPACG00000012996.1	CARBONIC ANHYDRASE-RELATED PROTEIN	
OG0020572	riftia	.	.	.	RPACG00000007501.1	OX-2 MEMBRANE GLYCOPROTEIN	
OG0023493	riftia	GO:0009986^cellular_component^cell surface`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0044853^cellular_component^plasma membrane raft`GO:0014069^cellular_component^postsynaptic density`GO:0097060^cellular_component^synaptic membrane`GO:0034185^molecular_function^apolipoprotein binding`GO:0005509^molecular_function^calcium ion binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0097110^molecular_function^scaffold protein binding`GO:0150094^biological_process^amyloid-beta clearance by cellular catabolic process`GO:0048856^biological_process^anatomical structure development`GO:0048813^biological_process^dendrite morphogenesis`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0042733^biological_process^embryonic digit morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0006897^biological_process^endocytosis`GO:0001942^biological_process^hair follicle development`GO:0001822^biological_process^kidney development`GO:0060173^biological_process^limb development`GO:0050771^biological_process^negative regulation of axonogenesis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0030279^biological_process^negative regulation of ossification`GO:0042475^biological_process^odontogenesis of dentin-containing tooth`GO:0050731^biological_process^positive regulation of peptidyl-tyrosine phosphorylation`GO:1901631^biological_process^positive regulation of presynaptic membrane organization`GO:1904395^biological_process^positive regulation of skeletal muscle acetylcholine-gated channel clustering`GO:0097104^biological_process^postsynaptic membrane assembly`GO:0097105^biological_process^presynaptic membrane assembly`GO:0008104^biological_process^protein localization`GO:0009954^biological_process^proximal/distal pattern formation`GO:0043113^biological_process^receptor clustering`GO:0001932^biological_process^regulation of protein phosphorylation`GO:0071340^biological_process^skeletal muscle acetylcholine-gated channel clustering`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016055^biological_process^Wnt signaling pathway	GO:0009986^cellular_component^cell surface`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0044853^cellular_component^plasma membrane raft`GO:0014069^cellular_component^postsynaptic density`GO:0097060^cellular_component^synaptic membrane`GO:0034185^molecular_function^apolipoprotein binding`GO:0005509^molecular_function^calcium ion binding`GO:0042803^molecular_function^protein homodimerization activity`GO:0030971^molecular_function^receptor tyrosine kinase binding`GO:0097110^molecular_function^scaffold protein binding`GO:0150094^biological_process^amyloid-beta clearance by cellular catabolic process`GO:0048856^biological_process^anatomical structure development`GO:0048813^biological_process^dendrite morphogenesis`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0042733^biological_process^embryonic digit morphogenesis`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0006897^biological_process^endocytosis`GO:0001942^biological_process^hair follicle development`GO:0001822^biological_process^kidney development`GO:0060173^biological_process^limb development`GO:0050771^biological_process^negative regulation of axonogenesis`GO:0090090^biological_process^negative regulation of canonical Wnt signaling pathway`GO:0030279^biological_process^negative regulation of ossification`GO:0042475^biological_process^odontogenesis of dentin-containing tooth`GO:0050731^biological_process^positive regulation of peptidyl-tyrosine phosphorylation`GO:1901631^biological_process^positive regulation of presynaptic membrane organization`GO:1904395^biological_process^positive regulation of skeletal muscle acetylcholine-gated channel clustering`GO:0097104^biological_process^postsynaptic membrane assembly`GO:0097105^biological_process^presynaptic membrane assembly`GO:0008104^biological_process^protein localization`GO:0009954^biological_process^proximal/distal pattern formation`GO:0043113^biological_process^receptor clustering`GO:0001932^biological_process^regulation of protein phosphorylation`GO:0071340^biological_process^skeletal muscle acetylcholine-gated channel clustering`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016055^biological_process^Wnt signaling pathway	GO:0005509^molecular_function^calcium ion binding	RPACG00000029634.1	LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN	K20051
