Orthogroup	Species	GO_term1	GO_term2	GO_term3	gene_ID	Panther_annotation	KEGG_number
OG0018340	riftia	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000026044.1	FORKHEAD BOX Q2	K09405
OG0018340	riftia	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000026045.1	FORKHEAD BOX Q2	K09405
OG0018340	riftia	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000026046.1	FORKHEAD BOX Q2	K09405
OG0018340	riftia	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000026047.1	FORKHEAD BOX Q2	K09405
OG0018340	riftia	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000026048.1	FORKHEAD BOX Q2	K09405
OG0018340	riftia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007507^biological_process^heart development`GO:0061146^biological_process^Peyer's patch morphogenesis`GO:0030166^biological_process^proteoglycan biosynthetic process`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0030111^biological_process^regulation of Wnt signaling pathway`GO:0007495^biological_process^visceral mesoderm-endoderm interaction involved in midgut development	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0007507^biological_process^heart development`GO:0061146^biological_process^Peyer's patch morphogenesis`GO:0030166^biological_process^proteoglycan biosynthetic process`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0030111^biological_process^regulation of Wnt signaling pathway`GO:0007495^biological_process^visceral mesoderm-endoderm interaction involved in midgut development	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000026049.1	FORKHEAD BOX Q2	K09405
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027810.1	UNCHARACTERIZED	
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027817.1	NO HIT
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027820.1	NO HIT
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027829.1	NO HIT
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027853.1	NO HIT
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027855.1	NO HIT
OG0018341	riftia	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	GO:0016607^cellular_component^nuclear speck`GO:0003677^molecular_function^DNA binding`GO:0003723^molecular_function^RNA binding`GO:0050733^molecular_function^RS domain binding`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0000281^biological_process^mitotic cytokinesis`GO:0006397^biological_process^mRNA processing`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0051726^biological_process^regulation of cell cycle`GO:0048024^biological_process^regulation of mRNA splicing via spliceosome`GO:0043484^biological_process^regulation of RNA splicing`GO:0008380^biological_process^RNA splicing	.	RPACG00000027857.1	NO HIT
OG0018342	riftia	.	.	.	RPACG00000032381.1	SUBFAMILY NOT NAMED	
OG0018342	riftia	.	.	.	RPACG00000032382.1	SUBFAMILY NOT NAMED	
OG0018342	riftia	.	.	.	RPACG00000032383.1	SUBFAMILY NOT NAMED	
OG0018342	riftia	.	.	.	RPACG00000032384.1	SUBFAMILY NOT NAMED	
OG0018342	riftia	.	.	.	RPACG00000032385.1	SUBFAMILY NOT NAMED	
OG0018342	riftia	.	.	.	RPACG00000032386.1	SUBFAMILY NOT NAMED	
OG0018342	riftia	.	.	.	RPACG00000032387.1	SUBFAMILY NOT NAMED	
OG0020578	riftia	.	.	.	RPACG00000004690.1	NO HIT
OG0020578	riftia	.	.	.	RPACG00000004693.1	NO HIT
OG0020578	riftia	.	.	.	RPACG00000004696.1	NO HIT
OG0020578	riftia	.	.	.	RPACG00000004699.1	NO HIT
OG0020578	riftia	.	.	.	RPACG00000004703.1	NO HIT
OG0020578	riftia	.	.	.	RPACG00000004706.1	NO HIT
OG0020579	riftia	GO:0005829^cellular_component^cytosol`GO:0061702^cellular_component^inflammasome complex`GO:0016020^cellular_component^membrane`GO:0072558^cellular_component^NLRP1 inflammasome complex`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0019899^molecular_function^enzyme binding`GO:0019904^molecular_function^protein domain specific binding`GO:0006919^biological_process^activation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0032610^biological_process^interleukin-1 alpha production`GO:0032611^biological_process^interleukin-1 beta production`GO:0051402^biological_process^neuron apoptotic process`GO:1904784^biological_process^NLRP1 inflammasome complex assembly`GO:0043280^biological_process^positive regulation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0030163^biological_process^protein catabolic process`GO:0070269^biological_process^pyroptosis	GO:0005829^cellular_component^cytosol`GO:0061702^cellular_component^inflammasome complex`GO:0016020^cellular_component^membrane`GO:0072558^cellular_component^NLRP1 inflammasome complex`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0019899^molecular_function^enzyme binding`GO:0019904^molecular_function^protein domain specific binding`GO:0006919^biological_process^activation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0032610^biological_process^interleukin-1 alpha production`GO:0032611^biological_process^interleukin-1 beta production`GO:0051402^biological_process^neuron apoptotic process`GO:1904784^biological_process^NLRP1 inflammasome complex assembly`GO:0043280^biological_process^positive regulation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0030163^biological_process^protein catabolic process`GO:0070269^biological_process^pyroptosis	GO:0005515^molecular_function^protein binding	RPACG00000006027.1	NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12	
OG0020579	riftia	GO:0019828^molecular_function^aspartic-type endopeptidase inhibitor activity`GO:0005524^molecular_function^ATP binding`GO:0089720^molecular_function^caspase binding`GO:0042802^molecular_function^identical protein binding`GO:0019966^molecular_function^interleukin-1 binding`GO:0071347^biological_process^cellular response to interleukin-1`GO:0071222^biological_process^cellular response to lipopolysaccharide`GO:1905246^biological_process^negative regulation of aspartic-type peptidase activity`GO:1900016^biological_process^negative regulation of cytokine production involved in inflammatory response`GO:0032691^biological_process^negative regulation of interleukin-1 beta production`GO:0010955^biological_process^negative regulation of protein processing	GO:0019828^molecular_function^aspartic-type endopeptidase inhibitor activity`GO:0005524^molecular_function^ATP binding`GO:0089720^molecular_function^caspase binding`GO:0042802^molecular_function^identical protein binding`GO:0019966^molecular_function^interleukin-1 binding`GO:0071347^biological_process^cellular response to interleukin-1`GO:0071222^biological_process^cellular response to lipopolysaccharide`GO:1905246^biological_process^negative regulation of aspartic-type peptidase activity`GO:1900016^biological_process^negative regulation of cytokine production involved in inflammatory response`GO:0032691^biological_process^negative regulation of interleukin-1 beta production`GO:0010955^biological_process^negative regulation of protein processing	.	RPACG00000006033.1	NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12	K20864
OG0020579	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000006034.1	NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12	
OG0020579	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000006042.1	SUBFAMILY NOT NAMED	K12800
OG0020579	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005576^cellular_component^extracellular region`GO:0000139^cellular_component^Golgi membrane`GO:0072559^cellular_component^NLRP3 inflammasome complex`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0042802^molecular_function^identical protein binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0008134^molecular_function^transcription factor binding`GO:0006919^biological_process^activation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0071222^biological_process^cellular response to lipopolysaccharide`GO:0071224^biological_process^cellular response to peptidoglycan`GO:0050830^biological_process^defense response to Gram-positive bacterium`GO:0051607^biological_process^defense response to virus`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0032611^biological_process^interleukin-1 beta production`GO:0032612^biological_process^interleukin-1 production`GO:0032621^biological_process^interleukin-18 production`GO:0002523^biological_process^leukocyte migration involved in inflammatory response`GO:0002674^biological_process^negative regulation of acute inflammatory response`GO:0050728^biological_process^negative regulation of inflammatory response`GO:0032691^biological_process^negative regulation of interleukin-1 beta production`GO:0032088^biological_process^negative regulation of NF-kappaB transcription factor activity`GO:1901223^biological_process^negative regulation of NIK/NF-kappaB signaling`GO:0044546^biological_process^NLRP3 inflammasome complex assembly`GO:0043280^biological_process^positive regulation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0032731^biological_process^positive regulation of interleukin-1 beta production`GO:0032736^biological_process^positive regulation of interleukin-13 production`GO:0032753^biological_process^positive regulation of interleukin-4 production`GO:0032754^biological_process^positive regulation of interleukin-5 production`GO:0051092^biological_process^positive regulation of NF-kappaB transcription factor activity`GO:2000321^biological_process^positive regulation of T-helper 17 cell differentiation`GO:2000553^biological_process^positive regulation of T-helper 2 cell cytokine production`GO:0045630^biological_process^positive regulation of T-helper 2 cell differentiation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0002830^biological_process^positive regulation of type 2 immune response`GO:0050727^biological_process^regulation of inflammatory response`GO:0045471^biological_process^response to ethanol`GO:0014070^biological_process^response to organic cyclic compound	GO:0005737^cellular_component^cytoplasm`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005576^cellular_component^extracellular region`GO:0000139^cellular_component^Golgi membrane`GO:0072559^cellular_component^NLRP3 inflammasome complex`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0042802^molecular_function^identical protein binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0008134^molecular_function^transcription factor binding`GO:0006919^biological_process^activation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0071222^biological_process^cellular response to lipopolysaccharide`GO:0071224^biological_process^cellular response to peptidoglycan`GO:0050830^biological_process^defense response to Gram-positive bacterium`GO:0051607^biological_process^defense response to virus`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0032611^biological_process^interleukin-1 beta production`GO:0032612^biological_process^interleukin-1 production`GO:0032621^biological_process^interleukin-18 production`GO:0002523^biological_process^leukocyte migration involved in inflammatory response`GO:0002674^biological_process^negative regulation of acute inflammatory response`GO:0050728^biological_process^negative regulation of inflammatory response`GO:0032691^biological_process^negative regulation of interleukin-1 beta production`GO:0032088^biological_process^negative regulation of NF-kappaB transcription factor activity`GO:1901223^biological_process^negative regulation of NIK/NF-kappaB signaling`GO:0044546^biological_process^NLRP3 inflammasome complex assembly`GO:0043280^biological_process^positive regulation of cysteine-type endopeptidase activity involved in apoptotic process`GO:0032731^biological_process^positive regulation of interleukin-1 beta production`GO:0032736^biological_process^positive regulation of interleukin-13 production`GO:0032753^biological_process^positive regulation of interleukin-4 production`GO:0032754^biological_process^positive regulation of interleukin-5 production`GO:0051092^biological_process^positive regulation of NF-kappaB transcription factor activity`GO:2000321^biological_process^positive regulation of T-helper 17 cell differentiation`GO:2000553^biological_process^positive regulation of T-helper 2 cell cytokine production`GO:0045630^biological_process^positive regulation of T-helper 2 cell differentiation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0002830^biological_process^positive regulation of type 2 immune response`GO:0050727^biological_process^regulation of inflammatory response`GO:0045471^biological_process^response to ethanol`GO:0014070^biological_process^response to organic cyclic compound	GO:0005515^molecular_function^protein binding	RPACG00000006060.1	NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12	K12800
OG0020579	riftia	GO:0005813^cellular_component^centrosome`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0051607^biological_process^defense response to virus`GO:0045087^biological_process^innate immune response`GO:0035556^biological_process^intracellular signal transduction`GO:0032088^biological_process^negative regulation of NF-kappaB transcription factor activity`GO:0060339^biological_process^negative regulation of type I interferon-mediated signaling pathway`GO:0060335^biological_process^positive regulation of interferon-gamma-mediated signaling pathway`GO:0045345^biological_process^positive regulation of MHC class I biosynthetic process`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0060340^biological_process^positive regulation of type I interferon-mediated signaling pathway`GO:0043549^biological_process^regulation of kinase activity`GO:0009617^biological_process^response to bacterium	GO:0005813^cellular_component^centrosome`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0051607^biological_process^defense response to virus`GO:0045087^biological_process^innate immune response`GO:0035556^biological_process^intracellular signal transduction`GO:0032088^biological_process^negative regulation of NF-kappaB transcription factor activity`GO:0060339^biological_process^negative regulation of type I interferon-mediated signaling pathway`GO:0060335^biological_process^positive regulation of interferon-gamma-mediated signaling pathway`GO:0045345^biological_process^positive regulation of MHC class I biosynthetic process`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0060340^biological_process^positive regulation of type I interferon-mediated signaling pathway`GO:0043549^biological_process^regulation of kinase activity`GO:0009617^biological_process^response to bacterium	.	RPACG00000014613.1	NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12	
OG0020580	riftia	.	.	.	RPACG00000007320.1	MERR FAMILY BACTERIAL REGULATORY PROTEIN	
OG0020580	riftia	.	.	.	RPACG00000007322.1	NO HIT
OG0020580	riftia	.	.	.	RPACG00000007323.1	MERR FAMILY BACTERIAL REGULATORY PROTEIN	
OG0020580	riftia	.	.	.	RPACG00000007324.1	NO HIT
OG0020580	riftia	.	.	.	RPACG00000007325.1	NO HIT
OG0020580	riftia	.	.	.	RPACG00000007326.1	MERR FAMILY BACTERIAL REGULATORY PROTEIN	
OG0020581	riftia	.	.	.	RPACG00000011437.1	NO HIT
OG0020581	riftia	.	.	.	RPACG00000011438.1	DIRIGENT PROTEIN	
OG0020581	riftia	.	.	.	RPACG00000011439.1	DIRIGENT PROTEIN	
OG0020581	riftia	.	.	.	RPACG00000011440.1	DIRIGENT PROTEIN	
OG0020581	riftia	.	.	.	RPACG00000011441.1	SUBFAMILY NOT NAMED	
OG0020581	riftia	.	.	.	RPACG00000011442.1	TSPO/MBR FAMILY PROTEIN	
OG0020582	riftia	.	.	.	RPACG00000011974.1	SH3-BINDING	
OG0020582	riftia	.	.	.	RPACG00000011975.1	SH3-BINDING	
OG0020582	riftia	.	.	.	RPACG00000011976.1	SH3-BINDING	
OG0020582	riftia	.	.	.	RPACG00000011977.1	NO HIT
OG0020582	riftia	.	.	.	RPACG00000011978.1	NO HIT
OG0020582	riftia	.	.	.	RPACG00000018837.1	SH3-BINDING	
OG0020583	riftia	.	.	.	RPACG00000014510.1	SUBFAMILY NOT NAMED	
OG0020583	riftia	.	.	.	RPACG00000014511.1	SUBFAMILY NOT NAMED	
OG0020583	riftia	.	.	.	RPACG00000014512.1	SUBFAMILY NOT NAMED	
OG0020583	riftia	.	.	.	RPACG00000029911.1	SUBFAMILY NOT NAMED	
OG0020583	riftia	.	.	.	RPACG00000032561.1	SUBFAMILY NOT NAMED	
OG0020583	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus	GO:0016324^cellular_component^apical plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus	.	RPACG00000032562.1	SUBFAMILY NOT NAMED	
OG0020584	riftia	.	.	.	RPACG00000014603.1	BNAC03G65200D PROTEIN	
OG0020584	riftia	GO:0005576^cellular_component^extracellular region`GO:0042025^cellular_component^host cell nucleus`GO:0003677^molecular_function^DNA binding	GO:0005576^cellular_component^extracellular region`GO:0042025^cellular_component^host cell nucleus`GO:0003677^molecular_function^DNA binding	.	RPACG00000014604.1	ANKYRIN REPEAT-CONTAINING PROTEIN	
OG0020584	riftia	.	.	.	RPACG00000014605.1	ANKYRIN REPEAT-CONTAINING PROTEIN	
OG0020584	riftia	.	.	.	RPACG00000014606.1	NO HIT
OG0020584	riftia	.	.	.	RPACG00000014607.1	NO HIT
OG0020584	riftia	.	.	.	RPACG00000014608.1	BNAC03G65200D PROTEIN	
