OG0000167	Pech|nbis-mrna-18169
OG0031820	
OG0031867	
OG0031875	Pech|nbis-mrna-8136
OG0031878	
OG0031967	
OG0031988	Pech|nbis-mrna-12452
OG0031999	Pech|nbis-mrna-2799
OG0032067	
OG0032092	
OG0032116	
OG0032467	
OG0032516	
OG0032561	Pech|nbis-mrna-21759
OG0032876	Pech|nbis-mrna-19447
OG0032896	
OG0032913	Pech|nbis-mrna-56
OG0032929	
OG0033094	
OG0033118	
OG0033384	
OG0034510	
OG0034570	Pech|nbis-mrna-16289
OG0034606	Pech|nbis-mrna-3332
OG0034821	Pech|nbis-mrna-541, Pech|nbis-mrna-6688
OG0034883	
OG0034945	
OG0035173	
OG0035261	
OG0035302	
OG0035344	
OG0035364	
OG0035500	
OG0035553	
OG0035554	
OG0035571	Pech|nbis-mrna-12064
OG0035577	
OG0035584	
OG0035607	
OG0035629	
OG0035654	
OG0035699	
OG0035750	
OG0035808	
OG0035822	
OG0035898	Pech|nbis-mrna-5204
OG0035917	Pech|nbis-mrna-14286
OG0035921	Pech|nbis-mrna-19765
OG0035937	
OG0036399	Pech|nbis-mrna-11579, Pech|nbis-mrna-5515
OG0037931	
OG0038138	
OG0038185	
OG0038295	
OG0038402	Pech|nbis-mrna-4511
OG0038703	Pech|nbis-mrna-22602
OG0038711	
OG0038744	
OG0038756	
OG0038778	Pech|nbis-mrna-15150
OG0039190	Pech|nbis-mrna-18146
OG0039322	
OG0039360	
OG0039497	Pech|nbis-mrna-6098
OG0039615	Pech|nbis-mrna-13470
OG0040192	
OG0040435	
OG0040559	
OG0040689	
OG0040690	Pech|nbis-mrna-14
OG0040814	
OG0040865	
OG0040897	
OG0041058	Pech|nbis-mrna-5117
OG0041082	Pech|nbis-mrna-19425
OG0041170	
OG0041373	
OG0041545	Pech|nbis-mrna-21524
OG0041759	Pech|nbis-mrna-8060
OG0042008	
OG0042017	Pech|nbis-mrna-1925
OG0042131	
OG0042157	Pech|nbis-mrna-10045
OG0042250	
OG0042321	
OG0043213	
OG0043214	
OG0043263	
OG0043271	
OG0043311	
OG0043314	
OG0044157	
OG0044455	
OG0044628	
OG0044634	
OG0045315	Pech|nbis-mrna-13900
OG0046964	Pech|nbis-mrna-1397
OG0047194	Pech|nbis-mrna-8496
OG0047604	
OG0047620	
OG0047793	
OG0047796	
OG0048044	Pech|nbis-mrna-18870
OG0048300	
OG0048585	
OG0049050	
OG0049056	Pech|nbis-mrna-8123
OG0049095	
OG0049170	
OG0049177	
OG0049347	
OG0049475	
OG0049539	Pech|nbis-mrna-1712
OG0049542	Pech|nbis-mrna-6758
OG0049543	Pech|nbis-mrna-13406
OG0049562	
OG0049589	
OG0049947	
OG0050039	
OG0050111	
OG0050258	
OG0050325	
OG0050423	
OG0050523	Pech|nbis-mrna-11655
OG0050562	
OG0050581	
OG0050590	
OG0050832	
OG0051292	
OG0051309	Pech|nbis-mrna-4971
OG0051481	
OG0051538	Pech|nbis-mrna-22487
OG0051696	Pech|nbis-mrna-8498
OG0051924	
OG0051941	
OG0051974	
OG0052099	
OG0052112	
