OG0000009							
OG0000009							
OG0014110							
OG0014110							
OG0014110	capitella			\tCapteT186976	K20636	
OG0014110	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_032742-T1	RHO GTPASE-ACTIVATING PROTEIN 12	
OG0014197							
OG0014197							
OG0014197	capitella			\tCapteT201925		
OG0014197	lamellibrachia	.	.	.	FUN_000895-T1	NUCLEOLAR AND COILED-BODY PHOSPHOPROTEIN 1	
OG0014197	lamellibrachia	.	.	.	FUN_000896-T1	SREK1IP1 FAMILY MEMBER	
OG0014197	lamellibrachia	.	.	.	FUN_001927-T1	WASP ACTIN NUCLEATION-PROMOTING FACTOR A-RELATED	
OG0014197	lamellibrachia	.	.	.	FUN_007194-T1	NO HIT
OG0014197	lamellibrachia	.	.	.	FUN_017235-T1	FAMILY NOT NAMED	
OG0014197	lamellibrachia	.	.	.	FUN_018646-T1	NO HIT
OG0014197	lamellibrachia	.	.	.	FUN_021292-T1	NO HIT
OG0014197	lamellibrachia	.	.	.	FUN_033038-T1	NO HIT
OG0014197	lamellibrachia	.	.	.	FUN_039561-T1	NO HIT
OG0014231							
OG0014231							
OG0014231	capitella			\tCapteT138591		
OG0014231	capitella			\tCapteT216535	K05313	
OG0014231	capitella			\tCapteT70794	K05313	
OG0014231	capitella			\tCapteT70795	K05313	
OG0014231	capitella			\tCapteT71272	K05313	
OG0014231	capitella			\tCapteT85408	K05313	
OG0014231	lamellibrachia	.	.	.	FUN_012224-T1	NO HIT
OG0014231	lamellibrachia	.	.	.	FUN_016207-T1	NO HIT
OG0014231	lamellibrachia	GO:0030425^cellular_component^dendrite`GO:0005783^cellular_component^endoplasmic reticulum`GO:0098978^cellular_component^glutamatergic synapse`GO:0098686^cellular_component^hippocampal mossy fiber to CA3 synapse`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0032983^cellular_component^kainate selective glutamate receptor complex`GO:0005654^cellular_component^nucleoplasm`GO:0043204^cellular_component^perikaryon`GO:0005886^cellular_component^plasma membrane`GO:0014069^cellular_component^postsynaptic density`GO:0045211^cellular_component^postsynaptic membrane`GO:0043195^cellular_component^terminal bouton`GO:0008066^molecular_function^glutamate receptor activity`GO:0042802^molecular_function^identical protein binding`GO:0015277^molecular_function^kainate selective glutamate receptor activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0030165^molecular_function^PDZ domain binding`GO:0017124^molecular_function^SH3 domain binding`GO:0038023^molecular_function^signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0071333^biological_process^cellular response to glucose stimulus`GO:0051649^biological_process^establishment of localization in cell`GO:0060079^biological_process^excitatory postsynaptic potential`GO:0050804^biological_process^modulation of chemical synaptic transmission`GO:0043525^biological_process^positive regulation of neuron apoptotic process`GO:0006621^biological_process^protein retention in ER lumen`GO:0043113^biological_process^receptor clustering`GO:0031630^biological_process^regulation of synaptic vesicle fusion to presynaptic active zone membrane`GO:0035249^biological_process^synaptic transmission glutamatergic	GO:0030425^cellular_component^dendrite`GO:0005783^cellular_component^endoplasmic reticulum`GO:0098978^cellular_component^glutamatergic synapse`GO:0098686^cellular_component^hippocampal mossy fiber to CA3 synapse`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0032983^cellular_component^kainate selective glutamate receptor complex`GO:0005654^cellular_component^nucleoplasm`GO:0043204^cellular_component^perikaryon`GO:0005886^cellular_component^plasma membrane`GO:0014069^cellular_component^postsynaptic density`GO:0045211^cellular_component^postsynaptic membrane`GO:0043195^cellular_component^terminal bouton`GO:0008066^molecular_function^glutamate receptor activity`GO:0042802^molecular_function^identical protein binding`GO:0015277^molecular_function^kainate selective glutamate receptor activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0030165^molecular_function^PDZ domain binding`GO:0017124^molecular_function^SH3 domain binding`GO:0038023^molecular_function^signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0071333^biological_process^cellular response to glucose stimulus`GO:0051649^biological_process^establishment of localization in cell`GO:0060079^biological_process^excitatory postsynaptic potential`GO:0050804^biological_process^modulation of chemical synaptic transmission`GO:0043525^biological_process^positive regulation of neuron apoptotic process`GO:0006621^biological_process^protein retention in ER lumen`GO:0043113^biological_process^receptor clustering`GO:0031630^biological_process^regulation of synaptic vesicle fusion to presynaptic active zone membrane`GO:0035249^biological_process^synaptic transmission glutamatergic	GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0016020^cellular_component^membrane	FUN_033316-T1	SUBFAMILY NOT NAMED	K05313
OG0014231	lamellibrachia	GO:0032281^cellular_component^AMPA glutamate receptor complex`GO:0030425^cellular_component^dendrite`GO:0032983^cellular_component^kainate selective glutamate receptor complex`GO:0045211^cellular_component^postsynaptic membrane`GO:0004971^molecular_function^AMPA glutamate receptor activity`GO:0004970^molecular_function^ionotropic glutamate receptor activity	GO:0032281^cellular_component^AMPA glutamate receptor complex`GO:0030425^cellular_component^dendrite`GO:0032983^cellular_component^kainate selective glutamate receptor complex`GO:0045211^cellular_component^postsynaptic membrane`GO:0004971^molecular_function^AMPA glutamate receptor activity`GO:0004970^molecular_function^ionotropic glutamate receptor activity	GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0016020^cellular_component^membrane	FUN_025292-T1	GLUTAMATE RECEPTOR 1-RELATED	
OG0014232							
OG0014232	capitella			\tCapteT195759		
OG0014232	capitella			\tCapteT203528	K08428	
OG0014232	capitella			\tCapteT214721	K10900	
OG0014232	lamellibrachia	GO:0009570^cellular_component^chloroplast stroma`GO:0005737^cellular_component^cytoplasm`GO:0016018^molecular_function^cyclosporin A binding`GO:0003755^molecular_function^peptidyl-prolyl cis-trans isomerase activity`GO:0006457^biological_process^protein folding`GO:0000413^biological_process^protein peptidyl-prolyl isomerization	GO:0009570^cellular_component^chloroplast stroma`GO:0005737^cellular_component^cytoplasm`GO:0016018^molecular_function^cyclosporin A binding`GO:0003755^molecular_function^peptidyl-prolyl cis-trans isomerase activity`GO:0006457^biological_process^protein folding`GO:0000413^biological_process^protein peptidyl-prolyl isomerization	GO:0003755^molecular_function^peptidyl-prolyl cis-trans isomerase activity`GO:0000413^biological_process^protein peptidyl-prolyl isomerization	FUN_040777-T1	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP20-3 CHLOROPLASTIC	K03768
OG0014232	owenia	.	.	.	OFUSG05492.1	.	K09349
OG0014252							
OG0014252							
OG0014252	capitella			\tCapteT129407	K16506	
OG0014252	capitella			\tCapteT79489	K16669	
OG0014252	lamellibrachia	GO:0016324^cellular_component^apical plasma membrane`GO:0005911^cellular_component^cell-cell junction`GO:0070062^cellular_component^extracellular exosome`GO:0030175^cellular_component^filopodium`GO:0005925^cellular_component^focal adhesion`GO:0005887^cellular_component^integral component of plasma membrane`GO:0030027^cellular_component^lamellipodium`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0007015^biological_process^actin filament organization`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0007155^biological_process^cell adhesion`GO:0016477^biological_process^cell migration`GO:0098609^biological_process^cell-cell adhesion`GO:0007267^biological_process^cell-cell signaling`GO:0003382^biological_process^epithelial cell morphogenesis`GO:0003412^biological_process^establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0002088^biological_process^lens development in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005911^cellular_component^cell-cell junction`GO:0070062^cellular_component^extracellular exosome`GO:0030175^cellular_component^filopodium`GO:0005925^cellular_component^focal adhesion`GO:0005887^cellular_component^integral component of plasma membrane`GO:0030027^cellular_component^lamellipodium`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0007015^biological_process^actin filament organization`GO:0009653^biological_process^anatomical structure morphogenesis`GO:0007155^biological_process^cell adhesion`GO:0016477^biological_process^cell migration`GO:0098609^biological_process^cell-cell adhesion`GO:0007267^biological_process^cell-cell signaling`GO:0003382^biological_process^epithelial cell morphogenesis`GO:0003412^biological_process^establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis`GO:0007163^biological_process^establishment or maintenance of cell polarity`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0002088^biological_process^lens development in camera-type eye	GO:0005509^molecular_function^calcium ion binding`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0016020^cellular_component^membrane	FUN_036737-T1	FAT ATYPICAL CADHERIN 1	K16506
OG0014344							
OG0014344							
OG0014344	lamellibrachia	.	.	.	FUN_034871-T1	BETA TRANSDUCIN-RELATED PROTEIN	
OG0014344	osedax	.	.	.	OFRAG00000010713.1	NO HIT
OG0014411							
OG0014411							
OG0014411							
OG0014411	lamellibrachia	.	.	.	FUN_030812-T1	NO HIT
OG0014429							
OG0014429							
OG0014429							
OG0014429	lamellibrachia	.	.	.	FUN_007994-T1	PROTEIN CBG24663	
OG0014453							
OG0014453							
OG0014453	lamellibrachia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	FUN_016560-T1	SUBFAMILY NOT NAMED	
OG0014453	lamellibrachia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	FUN_023375-T1	PROTEIN CBG12054-RELATED	
OG0014453	osedax	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OFRAG00000009593.1	PROTEIN CBG12054-RELATED	
OG0014453	osedax	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OFRAG00000009595.1	SUBFAMILY NOT NAMED	
OG0014453	osedax	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OFRAG00000009596.1	PROTEIN CBG12054-RELATED	
OG0014453	osedax	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OFRAG00000015774.1	PROTEIN CBG12054	
OG0014453	osedax	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OFRAG00000016724.1	PROTEIN CBG12054	
OG0014453	osedax	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	OFRAG00000016725.1	PROTEIN CBG12054-RELATED	
OG0014453	osedax	.	.	.	OFRAG00000009597.1	PROTEIN CBG12054-RELATED	
OG0014453	osedax	.	.	.	OFRAG00000015444.1	PROTEIN CBG12054-RELATED	
OG0014473							
OG0014473							
OG0014473							
OG0014473	lamellibrachia	.	.	.	FUN_013969-T1	TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN	
OG0014473	lamellibrachia	.	.	.	FUN_019627-T1	NO HIT
OG0014682							
OG0014682							
OG0014682	lamellibrachia	GO:0043679^cellular_component^axon terminus`GO:0030425^cellular_component^dendrite`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0043204^cellular_component^perikaryon`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0030141^cellular_component^secretory granule`GO:0034774^cellular_component^secretory granule lumen`GO:0005802^cellular_component^trans-Golgi network`GO:0030133^cellular_component^transport vesicle`GO:0051087^molecular_function^chaperone binding`GO:0004175^molecular_function^endopeptidase activity`GO:0042802^molecular_function^identical protein binding`GO:0043559^molecular_function^insulin binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0022008^biological_process^neurogenesis`GO:0031016^biological_process^pancreas development`GO:0043043^biological_process^peptide biosynthetic process`GO:0016486^biological_process^peptide hormone processing`GO:0021983^biological_process^pituitary gland development`GO:0050714^biological_process^positive regulation of protein secretion`GO:0016540^biological_process^protein autoprocessing`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis`GO:0048678^biological_process^response to axon injury`GO:0051592^biological_process^response to calcium ion`GO:0010157^biological_process^response to chlorate`GO:0042493^biological_process^response to drug`GO:0070542^biological_process^response to fatty acid`GO:0051384^biological_process^response to glucocorticoid`GO:0009749^biological_process^response to glucose`GO:0010035^biological_process^response to inorganic substance`GO:0070555^biological_process^response to interleukin-1`GO:0032496^biological_process^response to lipopolysaccharide`GO:0043278^biological_process^response to morphine`GO:0031667^biological_process^response to nutrient levels`GO:0014070^biological_process^response to organic cyclic compound`GO:0043434^biological_process^response to peptide hormone	GO:0043679^cellular_component^axon terminus`GO:0030425^cellular_component^dendrite`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0043204^cellular_component^perikaryon`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0030141^cellular_component^secretory granule`GO:0034774^cellular_component^secretory granule lumen`GO:0005802^cellular_component^trans-Golgi network`GO:0030133^cellular_component^transport vesicle`GO:0051087^molecular_function^chaperone binding`GO:0004175^molecular_function^endopeptidase activity`GO:0042802^molecular_function^identical protein binding`GO:0043559^molecular_function^insulin binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0022008^biological_process^neurogenesis`GO:0031016^biological_process^pancreas development`GO:0043043^biological_process^peptide biosynthetic process`GO:0016486^biological_process^peptide hormone processing`GO:0021983^biological_process^pituitary gland development`GO:0050714^biological_process^positive regulation of protein secretion`GO:0016540^biological_process^protein autoprocessing`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis`GO:0048678^biological_process^response to axon injury`GO:0051592^biological_process^response to calcium ion`GO:0010157^biological_process^response to chlorate`GO:0042493^biological_process^response to drug`GO:0070542^biological_process^response to fatty acid`GO:0051384^biological_process^response to glucocorticoid`GO:0009749^biological_process^response to glucose`GO:0010035^biological_process^response to inorganic substance`GO:0070555^biological_process^response to interleukin-1`GO:0032496^biological_process^response to lipopolysaccharide`GO:0043278^biological_process^response to morphine`GO:0031667^biological_process^response to nutrient levels`GO:0014070^biological_process^response to organic cyclic compound`GO:0043434^biological_process^response to peptide hormone	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	FUN_001092-T1	FURIN-LIKE PROTEASE 1 ISOFORMS 1/1-X/2	K01359
OG0014682	osedax	GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0034774^cellular_component^secretory granule lumen`GO:0030133^cellular_component^transport vesicle`GO:0042802^molecular_function^identical protein binding`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0007267^biological_process^cell-cell signaling`GO:0043043^biological_process^peptide biosynthetic process`GO:0016486^biological_process^peptide hormone processing`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis	GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0034774^cellular_component^secretory granule lumen`GO:0030133^cellular_component^transport vesicle`GO:0042802^molecular_function^identical protein binding`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0007267^biological_process^cell-cell signaling`GO:0043043^biological_process^peptide biosynthetic process`GO:0016486^biological_process^peptide hormone processing`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis	OFRAG00000005248.1	FURIN-LIKE PROTEASE 1 ISOFORMS 1/1-X/2	K01359
OG0014757							
OG0014757							
OG0014757							
OG0014757	lamellibrachia	.	.	.	FUN_025570-T1	SMALL EDRK-RICH FACTOR 1	
OG0014794							
OG0014794							
OG0014794							
OG0014794	lamellibrachia	.	.	.	FUN_009579-T1	ZGC:195170	
OG0014794	lamellibrachia	.	.	.	FUN_020029-T1	ZGC:195170	
OG0014794	lamellibrachia	.	.	.	FUN_030648-T1	ZGC:195170	
OG0014794	lamellibrachia	.	.	.	FUN_040493-T1	ZGC:195170	
OG0014794	lamellibrachia	GO:0016324^cellular_component^apical plasma membrane`GO:0098591^cellular_component^external side of apical plasma membrane`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046581^cellular_component^intercellular canaliculus`GO:0005739^cellular_component^mitochondrion`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0008559^molecular_function^ABC-type xenobiotic transporter activity`GO:0099038^molecular_function^ceramide floppase activity`GO:0140328^molecular_function^floppase activity`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090555^molecular_function^phosphatidylethanolamine flippase activity`GO:0099040^biological_process^ceramide translocation`GO:0014045^biological_process^establishment of endothelial blood-brain barrier`GO:0045332^biological_process^phospholipid translocation`GO:0042493^biological_process^response to drug`GO:0061843^biological_process^Sertoli cell barrier remodeling	GO:0016324^cellular_component^apical plasma membrane`GO:0098591^cellular_component^external side of apical plasma membrane`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046581^cellular_component^intercellular canaliculus`GO:0005739^cellular_component^mitochondrion`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0008559^molecular_function^ABC-type xenobiotic transporter activity`GO:0099038^molecular_function^ceramide floppase activity`GO:0140328^molecular_function^floppase activity`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090555^molecular_function^phosphatidylethanolamine flippase activity`GO:0099040^biological_process^ceramide translocation`GO:0014045^biological_process^establishment of endothelial blood-brain barrier`GO:0045332^biological_process^phospholipid translocation`GO:0042493^biological_process^response to drug`GO:0061843^biological_process^Sertoli cell barrier remodeling	GO:0005524^molecular_function^ATP binding`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	FUN_032188-T1	BILE SALT EXPORT PUMP	K05658
OG0014805							
OG0014805							
OG0014805	lamellibrachia	.	.	.	FUN_003432-T1	NO HIT
OG0014805	lamellibrachia	.	.	.	FUN_003434-T1	FIBROCYSTIN	
OG0014805	owenia	.	.	.	OFUSG15872.1	POLYCYSTIC KIDNEY AND HEPATIC DISEASE 1 (AUTOSOMAL RECESSIVE)-LIKE 1	
OG0014855							
OG0014855							
OG0014855							
OG0014855	lamellibrachia	.	.	.	FUN_006185-T1	SI:DKEY-65L23.2	
OG0014855	lamellibrachia	.	.	.	FUN_011169-T1	SI:DKEY-65L23.2	
OG0014858							
OG0014858							
OG0014858	capitella			\tCapteT116372	K08018	
OG0014858	lamellibrachia	GO:0016324^cellular_component^apical plasma membrane`GO:0005813^cellular_component^centrosome`GO:0005829^cellular_component^cytosol`GO:0030139^cellular_component^endocytic vesicle`GO:0005886^cellular_component^plasma membrane`GO:0030742^molecular_function^GTP-dependent protein binding`GO:0005085^molecular_function^guanyl-nucleotide exchange factor activity`GO:0070300^molecular_function^phosphatidic acid binding`GO:0030033^biological_process^microvillus assembly`GO:0043547^biological_process^positive regulation of GTPase activity`GO:0072659^biological_process^protein localization to plasma membrane`GO:0007265^biological_process^Ras protein signal transduction`GO:0043087^biological_process^regulation of GTPase activity	GO:0016324^cellular_component^apical plasma membrane`GO:0005813^cellular_component^centrosome`GO:0005829^cellular_component^cytosol`GO:0030139^cellular_component^endocytic vesicle`GO:0005886^cellular_component^plasma membrane`GO:0030742^molecular_function^GTP-dependent protein binding`GO:0005085^molecular_function^guanyl-nucleotide exchange factor activity`GO:0070300^molecular_function^phosphatidic acid binding`GO:0030033^biological_process^microvillus assembly`GO:0043547^biological_process^positive regulation of GTPase activity`GO:0072659^biological_process^protein localization to plasma membrane`GO:0007265^biological_process^Ras protein signal transduction`GO:0043087^biological_process^regulation of GTPase activity	.	FUN_020090-T1	NO HIT
OG0014906							
OG0014906							
OG0014906	lamellibrachia	.	.	.	FUN_037272-T1	NO HIT
OG0014906	owenia	.	.	GO:0003676^molecular_function^nucleic acid binding	OFUSG05860.1	AT31036P-RELATED	
OG0014912							
OG0014912							
OG0014912							
OG0014912	lamellibrachia	.	.	.	FUN_008930-T1	SI:CH211-108C17.2-RELATED-RELATED	
OG0014912	lamellibrachia	.	.	.	FUN_010990-T1	SI:CH211-108C17.2-RELATED-RELATED	
OG0014912	lamellibrachia	.	.	.	FUN_012050-T1	SI:CH211-108C17.2-RELATED-RELATED	
OG0014912	lamellibrachia	.	.	.	FUN_014273-T1	NO HIT
OG0014912	lamellibrachia	.	.	.	FUN_028106-T1	SI:CH211-108C17.2-RELATED-RELATED	
OG0014912	lamellibrachia	.	.	.	FUN_028107-T1	NO HIT
OG0014912	lamellibrachia	.	.	.	FUN_037950-T1	SI:CH211-108C17.2-RELATED-RELATED	
OG0014912	lamellibrachia	GO:0031225^cellular_component^anchored component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0052794^molecular_function^exo-alpha-(2->3)-sialidase activity`GO:0052795^molecular_function^exo-alpha-(2->6)-sialidase activity`GO:0052796^molecular_function^exo-alpha-(2->8)-sialidase activity`GO:0008152^biological_process^metabolic process`GO:0009405^biological_process^pathogenesis	GO:0031225^cellular_component^anchored component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0052794^molecular_function^exo-alpha-(2->3)-sialidase activity`GO:0052795^molecular_function^exo-alpha-(2->6)-sialidase activity`GO:0052796^molecular_function^exo-alpha-(2->8)-sialidase activity`GO:0008152^biological_process^metabolic process`GO:0009405^biological_process^pathogenesis	.	FUN_003061-T1	SUBFAMILY NOT NAMED	
OG0014923							
OG0014923							
OG0014923							
OG0014923	lamellibrachia	.	.	.	FUN_002773-T1	WU:FJ29H11	
OG0014947							
OG0014947	lamellibrachia	GO:0005829^cellular_component^cytosol`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0016020^cellular_component^membrane`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0030687^cellular_component^preribosome large subunit precursor`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051082^molecular_function^unfolded protein binding`GO:0065003^biological_process^protein-containing complex assembly`GO:0000027^biological_process^ribosomal large subunit assembly`GO:0006364^biological_process^rRNA processing	GO:0005829^cellular_component^cytosol`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0016020^cellular_component^membrane`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0030687^cellular_component^preribosome large subunit precursor`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051082^molecular_function^unfolded protein binding`GO:0065003^biological_process^protein-containing complex assembly`GO:0000027^biological_process^ribosomal large subunit assembly`GO:0006364^biological_process^rRNA processing	GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity	FUN_029158-T1	MIDASIN-RELATED	K14572
OG0014947	osedax	GO:0005829^cellular_component^cytosol`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0016020^cellular_component^membrane`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0030687^cellular_component^preribosome large subunit precursor`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051082^molecular_function^unfolded protein binding`GO:0065003^biological_process^protein-containing complex assembly`GO:0000027^biological_process^ribosomal large subunit assembly`GO:0006364^biological_process^rRNA processing	GO:0005829^cellular_component^cytosol`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0016020^cellular_component^membrane`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0030687^cellular_component^preribosome large subunit precursor`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051082^molecular_function^unfolded protein binding`GO:0065003^biological_process^protein-containing complex assembly`GO:0000027^biological_process^ribosomal large subunit assembly`GO:0006364^biological_process^rRNA processing	GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity	OFRAG00000008505.1	MIDASIN-RELATED	K14572
OG0014947	owenia	"GO:0005829^cellular_component^cytosol`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0016020^cellular_component^membrane`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0030687^cellular_component^preribosome large subunit precursor`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051082^molecular_function^unfolded protein binding`GO:0065003^biological_process^protein-containing complex assembly`GO:0000027^biological_process^ribosomal large subunit assembly`GO:0006364^biological_process^rRNA processing"	"GO:0005829^cellular_component^cytosol`GO:0045111^cellular_component^intermediate filament cytoskeleton`GO:0016020^cellular_component^membrane`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0030687^cellular_component^preribosome large subunit precursor`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051082^molecular_function^unfolded protein binding`GO:0065003^biological_process^protein-containing complex assembly`GO:0000027^biological_process^ribosomal large subunit assembly`GO:0006364^biological_process^rRNA processing"	.	OFUSG01502.1	.	K08380
OG0015048							
OG0015048							
OG0015048	capitella			\tCapteT187154		
OG0015048	capitella			\tCapteT192351		
OG0015048	capitella			\tCapteT192375		
OG0015048	capitella			\tCapteT204584		
OG0015048	capitella			\tCapteT204585		
OG0015048	capitella			\tCapteT210936		
OG0015048	capitella			\tCapteT212875		
OG0015048	lamellibrachia	.	.	.	FUN_024234-T1	SUBFAMILY NOT NAMED	
OG0015107							
OG0015107							
OG0015107	capitella			\tCapteT101619		
OG0015107	capitella			\tCapteT142122		
OG0015107	capitella			\tCapteT185070		
OG0015107	capitella			\tCapteT207154		
OG0015107	capitella			\tCapteT216138		
OG0015107	capitella			\tCapteT78306		
OG0015107	lamellibrachia	.	.	.	FUN_021219-T1	ZGC:174680	
OG0015133							
OG0015133							
OG0015133							
OG0015133	lamellibrachia	.	.	.	FUN_017458-T1	NO HIT
OG0015150							
OG0015150							
OG0015150							
OG0015150	lamellibrachia	.	.	.	FUN_030495-T1	FAMILY NOT NAMED	
OG0015169							
OG0015169							
OG0015169							
OG0015169	lamellibrachia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding	GO:0003676^molecular_function^nucleic acid binding	FUN_002478-T1	TIGGER TRANSPOSABLE ELEMENT-DERIVED PROTEIN 3	
OG0015177							
OG0015177							
OG0015177							
OG0015177	lamellibrachia	.	.	.	FUN_018396-T1	NO HIT
OG0015177	lamellibrachia	.	.	.	FUN_019770-T1	NO HIT
OG0015178							
OG0015178							
